Taxonomy ID,Domain,Status,Proposal Name,Genome Name,Taxon Object ID,NCBI Taxon ID,RefSeq Project ID,GenBank Project ID,Phylum,Class,Order,Family,Genus,Species,Strain,Sequencing Center,IMG Submission ID,GOLD ID,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Diseases,Energy Source,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Isolation,Specific Ecosystem,Motility,Metabolism,Oxygen Requirement,Phenotype,Salinity,Sporulation,Temperature Range,Genome Size,Gene Count,16S rRNA Count,Paralogs Count,Paralogs %,KEGG Count,KEGG %,MetaCyc Count,MetaCyc %,IMG Pathwawy Count,IMG Pathway %
641736153,Bacteria,Draft,zzz,Clostridium perfringens CPE F4969,641736153,451756,54851,20031,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,CPE str. F4969,J. Craig Venter Institute,,Gi02135,Free living,,,"Singles, Pairs",Rod-shaped,"Enterocolitis, Enterotoxemia, Food poisoning, Gas gangrene, Dysenteria",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,3510272,3116,20,459,14.73,786,25.22,487,15.63,237,7.61
641736152,Bacteria,Draft,zzz,Clostridium perfringens NCTC 8239,641736152,451757,54853,20033,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,NCTC 8239,J. Craig Venter Institute,,Gi02138,Free living,,,"Singles, Pairs",Rod-shaped,"Gas gangrene, Dysenteria, Enterocolitis, Enterotoxemia, Food poisoning",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,3324319,2925,20,392,13.4,766,26.19,474,16.21,229,7.83
642555126,Bacteria,Finished,zzz,Clostridium perfringens SM101,642555126,289380,58117,12521,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,SM101,J. Craig Venter Institute,,Gc00405,Free living,,,"Singles, Chains, Pairs",Rod-shaped,"Food poisoning, Gas gangrene, Enterocolitis, Enterotoxemia, Dysenteria",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,2921996,2748,10,439,15.98,728,26.49,447,16.27,234,8.52
641736146,Bacteria,Draft,zzz,Clostridium perfringens type B - ATCC 3626,641736146,451754,54847,20027,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,B str. ATCC 3626,J. Craig Venter Institute,,Gi02133,Free living,,,"Pairs, Singles",Rod-shaped,"Dysenteria, Gas gangrene, Enterocolitis, Enterotoxemia, Food poisoning",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,3896305,3427,20,650,18.97,794,23.17,476,13.89,227,6.62
641736143,Bacteria,Draft,zzz,Clostridium perfringens type C - JGS1495,641736143,445334,54845,20025,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,C str. JGS1495,J. Craig Venter Institute,,Gi02134,Free living,,,"Pairs, Singles",Rod-shaped,"Gas gangrene, Dysenteria, Enterocolitis, Enterotoxemia, Food poisoning",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,3661329,3251,20,623,19.16,760,23.38,468,14.4,220,6.77
641736249,Bacteria,Draft,zzz,Clostridium perfringens type D - JGS1721,641736249,488537,55051,28587,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,D str. JGS1721,J. Craig Venter Institute,,Gi02136,Free living,,,"Pairs, Singles",Rod-shaped,"Gas gangrene, Gastroenteritis, Dysenteria, Enterocolitis, Enterotoxemia, Food poisoning",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,4045016,3485,23,840,24.1,775,22.24,472,13.54,225,6.46
641736145,Bacteria,Draft,zzz,Clostridium perfringens type E - JGS1987,641736145,451755,54849,20029,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,E str. JGS1987,J. Craig Venter Institute,,Gi02137,Free living,,,"Pairs, Singles",Rod-shaped,"Gas gangrene, Dysenteria, Enterocolitis, Enterotoxemia, Food poisoning",Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,4127102,3727,16,785,21.06,798,21.41,492,13.2,230,6.17
641228486,Bacteria,Finished,Clostridium phytofermentans ISDg ATCC 700394,Clostridium phytofermentans ISDg,641228486,357809,58519,16184,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,phytofermentans,ISDg,DOE Joint Genome Institute,,Gc00682,Free living,,,"Singles, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,"Ethanol production, Acetate producer, Cellulose degrader",Anaerobe,,,Sporulating,Mesophile,4847594,3991,8,664,16.64,1046,26.21,594,14.88,264,6.61
641736198,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,"Clostridium ramosum VPI 0427, DSM 1402",641736198,445974,54811,19663,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified,ramosum,DSM 1402,Washington Univ,,Gi02294,Free living,Gastrointestinal tract,,"Singles, Pairs",Rod-shaped,Opportunistic infection,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,"Commensal, Pathogen",,Sporulating,Mesophile,3234795,3221,3,588,18.26,819,25.43,490,15.21,239,7.42
648028018,Bacteria,Finished,zzz,"Clostridium saccharolyticum WM1, DSM 2544",648028018,610130,51419,42097,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,saccharolyticum,WM1,DOE Joint Genome Institute,,Gc01363,Free living,,,"Singles, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,"Ethanol production, Cellulose degrader",Anaerobe,,,Sporulating,Mesophile,4662871,4388,6,886,20.19,1049,23.91,566,12.9,136,3.1
641736197,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium scindens ATCC 35704,641736197,411468,54533,18175,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,scindens,ATCC 35704,Washington Univ,,Gi01716,Free living,Gastrointestinal tract,,"Pairs, Chains, Singles",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,,,Sporulating,Mesophile,3619905,4094,10,782,19.1,831,20.3,517,12.63,158,3.86
643886005,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium sp M62/1,643886005,411486,54557,18205,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sp.,M62/1,Washington Univ,,Gi01719,Free living,Gastrointestinal tract,,"Pairs, Singles",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Non-Pathogen,,Sporulating,Mesophile,3781854,4324,1,675,15.61,757,17.51,463,10.71,131,3.03
646206260,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium sp. 7_2_43FAA,646206260,457396,55597,32457,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sp.,7_2_43FAA,Broad Institute,,Gi02692,Free living,Gastrointestinal tract,,"Pairs, Singles",Rod-shaped,,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,,,Sporulating,Mesophile,3835902,3518,1,664,18.87,934,26.55,504,14.33,81,2.3
649989921,Bacteria,Draft,zzz,Clostridium sp. HGF2,649989921,908340,61051,54027,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Clostridium,sp.,HGF2,J. Craig Venter Institute,,,,,,,,,,,,,,,,,,,,,,,4099852,4256,1,139,3.27,942,22.13,510,11.98,132,3.1
641380448,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium sp. L2-50,641380448,411489,54559,18211,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sp.,L2-50,Washington Univ,,Gi01718,Free living,Gastrointestinal tract,,"Singles, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Non-Pathogen,,Sporulating,Mesophile,2954116,3010,5,361,11.99,646,21.46,406,13.49,116,3.85
641736270,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium sp. SS2/1,641736270,411484,54553,18201,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sp.,SS2/1,Washington Univ,,Gi01720,Free living,Gastrointestinal tract,,"Singles, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Non-Pathogen,,Sporulating,Mesophile,3141381,3251,12,655,20.15,799,24.58,501,15.41,161,4.95
641736169,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium spiroforme DSM 1552,641736169,428126,54607,18925,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified,spiroforme,DSM 1552,Washington Univ,,Gi01922,Free living,Gastrointestinal tract,,"Singles, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,,,Sporulating,Mesophile,2507485,2538,5,502,19.78,613,24.15,386,15.21,180,7.09
642791615,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Clostridium sporogenes ATCC 15579,642791615,471871,54895,20549,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sporogenes,ATCC 15579,Washington Univ,,Gi02358,Free living,Gastrointestinal tract,,"Pairs, Singles",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,,,Sporulating,Mesophile,4102125,3869,8,814,21.04,870,22.49,474,12.25,195,5.04
649633033,Bacteria,Finished,zzz,Clostridium sticklandii DSM 519,649633033,499177,59585,28575,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sticklandii,DSM 519,Genoscope,,,,,,,,,,,,,,,,,,,,,,,2715461,2688,6,29,1.08,834,31.03,485,18.04,81,3.01
649989922,Bacteria,Draft,zzz,Clostridium symbiosum WAL-14163,649989922,742740,63097,46399,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,symbiosum,WAL-14163,Broad Institute,,,,,,,,,,,,,,,,,,,,,,,5312064,4758,1,203,4.27,1021,21.46,615,12.93,121,2.54
649989923,Bacteria,Draft,zzz,Clostridium symbiosum WAL-14673,649989923,742741,63157,46401,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,symbiosum,WAL-14673,Broad Institute,,,,,,,,,,,,,,,,,,,,,,,4857801,4265,1,234,5.49,978,22.93,604,14.16,115,2.7
637000080,Bacteria,Finished,zzz,Clostridium tetani Massachusetts E88,637000080,212717,57683,81,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,tetani,E88,Goettingen Genomics Laboratory,,Gc00120,Free living,,,"Pairs, Singles",Rod-shaped,Tetanus,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,Pathogen,,Sporulating,Mesophile,2873333,2565,6,407,15.87,737,28.73,437,17.04,257,10.02
640069309,Bacteria,Finished,Clostridium thermocellum ATCC 27405,Clostridium thermocellum ATCC 27405,640069309,203119,57917,314,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,thermocellum,ATCC 27405,"DOE Joint Genome Institute, Univ of Rochester",,Gc00510,Free living,Gastrointestinal tract,Intestinal tract,"Pairs, Chains, Singles",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,"Cellulose degrader, Ethanogenic",Anaerobe,Non-Pathogen,,Sporulating,Thermophile,3843301,3335,4,623,18.68,811,24.32,487,14.6,251,7.53
650377924,Bacteria,Finished,zzz,Clostridium thermocellum DSM 1313,650377924,637887,,41553,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,thermocellum,DSM 1313,DOE Joint Genome Institute,,,,,,,,,,,,,,,,,,,,,,,3561619,3102,4,160,5.16,793,25.56,475,15.31,141,4.55
645058753,Bacteria,Draft,DOEM_782007,Clostridium thermocellum DSM 2360,645058753,572545,55637,32579,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,thermocellum,DSM 2360,DOE Joint Genome Institute,,Gi02594,Free living,,,"Singles, Chains, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,"Ethanogenic, Ethanol production, Cellulose degrader",Anaerobe,,,Sporulating,Thermophile,3454608,3147,1,432,13.73,765,24.31,463,14.71,158,5.02
642791610,Bacteria,Draft,DOEM_782007,"Clostridium thermocellum JW 20, DSM 4150",642791610,492476,55013,28257,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,thermocellum,DSM 4150,DOE Joint Genome Institute,,Gi02003,Free living,,,"Chains, Singles, Pairs",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Motile,,Anaerobe,,,Sporulating,Thermophile,3321980,3027,3,547,18.07,648,21.41,400,13.21,166,5.48
638341070,Bacteria,Draft,zzz,Congregibacter litoralis KT71,638341070,314285,54253,13585,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Congregibacter,litoralis,KT71,"J. Craig Venter Institute, Max Planck Institute, Max-Planck Institute",,Gi00905,Free living,,,,,None,Heterotroph,,,,,Free living,,,,Microaerophilic,,,,Mesophile,4328100,3989,2,545,13.66,1012,25.37,691,17.32,293,7.35
646564524,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Coraliomargarita akajimensis DSM 45221,646564524,583355,47079,33365,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,akajimensis,DSM 45221,"DOE Joint Genome Institute, DSMZ",,Gc01256,Free living,,,,Sphere-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Obligate aerobe,,,Nonsporulating,Mesophile,3750771,3191,2,355,11.13,769,24.1,520,16.3,112,3.51
643886058,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium accolens ATCC 49725,643886058,525260,55467,31443,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,accolens,ATCC 49725,BCM-HGSC,,Gi02699,Free living,Airways,Respiratory tract,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,Nonsporulating,Mesophile,2413333,2387,1,203,8.5,714,29.91,472,19.77,237,9.93
648276632,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium accolens ATCC 49726,648276632,862512,52361,50523,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,accolens,ATCC 49726,BCM-HGSC,,Gi03634,Free living,Airways,Nasal,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,Nonsporulating,Mesophile,2368466,2416,1,166,6.87,714,29.55,468,19.37,20,0.83
647000230,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium ammoniagenes DSM 20306,647000230,649754,48813,38319,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,ammoniagenes,DSM 20306,Washington Univ,,Gi02697,Free living,Gastrointestinal tract,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,Nonsporulating,Mesophile,2763612,2704,1,219,8.1,825,30.51,567,20.97,93,3.44
642979306,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium amycolatum SK46,642979306,553204,55411,31007,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,amycolatum,SK46,J. Craig Venter Institute,,Gi03352,Free living,Skin,Right arm,Singles,,"Endocarditis, Sepsis",Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,"Pathogen, Catalase positive",,Nonsporulating,Mesophile,2513912,2154,1,90,4.18,705,32.73,471,21.87,245,11.37
643692018,Bacteria,Finished,zzz,"Corynebacterium aurimucosum CN-1, ATCC 700975",643692018,169292,59409,37279,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,aurimucosum,ATCC 700975,Bielefeld Univ,,Gc00991,Free living,Urogenital tract,Vaginal,Singles,Rod-shaped,Opportunistic infection,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,Pathogen,,Nonsporulating,Mesophile,2819226,2617,4,280,10.7,770,29.42,511,19.53,238,9.09
637000082,Bacteria,Finished,zzz,Corynebacterium diphtheriae gravis NCTC 13129,637000082,257309,57691,87,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,diphtheriae,NCTC 13129,"PHLS, Sanger Institute",,Gc00163,Free living,Airways,Pharyngeal mucosa,Singles,Rod-shaped,"Respiratory infection, Diphtheria",Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,Pathogen,,Nonsporulating,Mesophile,2488635,2395,5,157,6.56,740,30.9,488,20.38,256,10.69
644736345,Bacteria,Finished,zzz,Corynebacterium efficiens YS-314,644736345,196164,62905,305,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,efficiens,YS-314,"Ajinomoto Co., Inc, NITE",,Gc00140,Free living,,,Singles,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,,,Nonsporulating,Mesophile,3219505,3064,5,370,12.08,862,28.13,592,19.32,298,9.73
645951842,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,"Corynebacterium efficiens YS-314, DSM 44549",645951842,196164,55881,34585,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,efficiens,YS-314,BCM-HGSC,,Gi02701,Free living,Skin,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,,,Nonsporulating,Mesophile,3113100,3089,1,288,9.32,833,26.97,567,18.36,266,8.61
648276633,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium genitalium ATCC 33030,648276633,585529,52785,34587,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,genitalium,ATCC 33030,BCM-HGSC,,Gi02702,Free living,Urogenital tract,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,,,Nonsporulating,Mesophile,2349653,2289,3,191,8.34,607,26.52,412,18,106,4.63
643886147,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium glucuronalyticum ATCC 51867,643886147,548477,55397,30957,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,glucuronolyticum,ATCC 51867,BCM-HGSC,,Gi03343,Free living,Urogenital tract,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,,,Nonsporulating,Mesophile,2784713,2701,1,204,7.55,760,28.14,515,19.07,250,9.26
643886137,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium glucuronolyticum ATCC 51866,643886137,548478,55539,31549,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,glucuronolyticum,ATCC 51866,BCM-HGSC,,Gi02708,Free living,Urogenital tract,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,,,Nonsporulating,Mesophile,2845674,2787,2,200,7.18,762,27.34,509,18.26,244,8.75
639279306,Bacteria,Finished,zzz,Corynebacterium glutamicum Kalinowski ATCC 13032,639279306,196627,61611,13760,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,glutamicum,ATCC 13032 (Bielefeld),"Bielefeld Univ, Degussa",,Gc00155,Free living,,,Singles,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,Fast growing,,Nonsporulating,Mesophile,3282708,3154,6,307,9.73,904,28.66,610,19.34,294,9.32
639279307,Bacteria,Finished,zzz,Corynebacterium glutamicum Nakagawa ATCC 13032,639279307,196627,57905,307,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,glutamicum,ATCC 13032 (Kitasato),"Kitasato Univ, Kyowa Hakko Co",,Gc00047,Free living,,,Singles,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,Fast growing,,Nonsporulating,Mesophile,3309401,3032,,314,10.36,903,29.78,609,20.09,296,9.76
640427110,Bacteria,Finished,zzz,Corynebacterium glutamicum R,640427110,340322,58897,19193,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,glutamicum,R,RITE,,Gc00535,Free living,,,"Singles, V-shaped forms",Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,Fast growing,,Nonsporulating,Mesophile,3363299,3174,6,310,9.77,931,29.33,618,19.47,294,9.26
647000231,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium jeikeium ATCC 43734,647000231,525262,40867,31445,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,jeikeium,ATCC 43734,BCM-HGSC,,Gi03721,Free living,"Urogenital tract, Blood",,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,,,Nonsporulating,Mesophile,2426461,2279,1,127,5.57,674,29.57,444,19.48,162,7.11
637000085,Bacteria,Finished,zzz,Corynebacterium jeikeium K411,637000085,306537,58399,13967,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,jeikeium,K411,"Bielefeld Univ, Institute of Genome Research",,Gc00271,Free living,,,Singles,Rod-shaped,"Meningitis, Nosocomial infection, Septicemia, Endocarditis",Chemoorganotroph,,,,,Free living,,Nonmotile,,Facultative,"Lipophilic, Pathogen, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant)",,Nonsporulating,Mesophile,2476822,2186,2,246,11.25,706,32.3,464,21.23,239,10.93
643692019,Bacteria,Finished,zzz,Corynebacterium kroppenstedtii DSM 44385,643692019,645127,59411,38011,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,kroppenstedtii,DSM 44385,"IGS, Bielefeld Univ",,Gc00770,Free living,Airways,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,"Catalase positive, Lacks Mycolic acids",,Nonsporulating,Mesophile,2446804,2073,3,100,4.82,754,36.37,506,24.41,230,11.1
643886002,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium lipophiloflavum DSM 44291,643886002,525263,55469,31447,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,lipophiloflavum,DSM 44291,BCM-HGSC,,Gi02705,Free living,Urogenital tract,Vaginal,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,,,,Nonsporulating,Mesophile,2293743,2427,1,200,8.24,661,27.24,448,18.46,232,9.56
648276634,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium matruchotii ATCC 14266,648276634,553207,51885,31011,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,matruchotii,ATCC 14266,J. Craig Venter Institute,,Gi03489,Free living,Oral,,Singles,Rod-shaped,Oral infection,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,"Catalase positive, Pathogen",,Nonsporulating,Mesophile,2855986,2679,1,267,9.97,631,23.55,414,15.45,196,7.32
643886207,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium matruchotii ATCC 33806,643886207,566549,55379,30771,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,matruchotii,ATCC 33806,Washington Univ,,Gi03522,Free living,Oral,Gingival crevices,Singles,Rod-shaped,Eye infection,Chemoorganotroph,,,,,Free living,,Nonmotile,,Aerobe,Catalase positive,,Nonsporulating,Mesophile,2967145,3195,1,284,8.89,674,21.1,442,13.83,236,7.39
643886084,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium pseudogenitalium ATCC 33035,643886084,525264,55395,30955,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudogenitalium,ATCC 33035,BCM-HGSC,,Gi02707,Free living,Urogenital tract,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,,,,Nonsporulating,Mesophile,2587776,2660,1,229,8.61,706,26.54,455,17.11,224,8.42
648231702,Bacteria,Finished,zzz,Corynebacterium pseudotuberculosis 1002,648231702,679896,,40687,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudotuberculosis,1002,Univ Federal de Minas Gerais,,Gc01365,,,,Singles,Rod-shaped,Caseous lymphadenitis,Chemoorganotroph,,,,,,,Nonmotile,,Facultative,Pathogen,,Nonsporulating,Mesophile,2335112,2117,4,103,4.87,709,33.49,464,21.92,208,9.83
648231703,Bacteria,Finished,zzz,Corynebacterium pseudotuberculosis C231,648231703,681645,,40875,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudotuberculosis,C231,Univ Federal de Minas Gerais,,Gc01362,,,,Singles,Rod-shaped,Caseous lymphadenitis,Chemoorganotroph,,,,,,,Nonmotile,,Facultative,Pathogen,,Nonsporulating,Mesophile,2328208,2113,4,105,4.97,705,33.36,458,21.68,204,9.65
648028019,Bacteria,Finished,zzz,Corynebacterium pseudotuberculosis FRC41,648028019,765874,50585,48979,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudotuberculosis,FRC41,Bielefeld Univ,,Gc01324,,Lymph nodes,,Singles,Rod-shaped,Caseous lymphadenitis,Chemoorganotroph,,,,,,,Nonmotile,,Facultative,Pathogen,,Nonsporulating,Mesophile,2337913,2171,4,107,4.93,732,33.72,482,22.2,208,9.58
650377927,Bacteria,Finished,zzz,Corynebacterium pseudotuberculosis I19,650377927,889513,,52845,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudotuberculosis,I19,"Rede Paraense de Gen?mica e Prote?mica|Universidade Federal do Para, Departamento de Genetica, Brazil, Belem",,,,,,,,,,,,,,,,,,,,,,,2337730,2127,4,13,0.61,725,34.09,476,22.38,175,8.23
648276635,Bacteria,Draft,zzz,Corynebacterium resistens DSM 45100,648276635,662755,50555,39683,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,resistens,DSM 45100,"IGS, Bielefeld Univ",,Gi03107,,,,,,,,,,,,,,,,,,,,,2559783,2312,2,201,8.69,660,28.55,436,18.86,140,6.06
643886057,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium striatum ATCC 6940,643886057,525268,55471,31449,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,striatum,ATCC 6940,BCM-HGSC,,Gi02710,Free living,Urogenital tract,,Singles,Rod-shaped,,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,Nonsporulating,Mesophile,2724288,2727,1,205,7.52,766,28.09,515,18.89,248,9.09
645058719,Bacteria,Draft,Human Microbiome Project (HMP) Reference Genomes,Corynebacterium tuberculostearicum SK141,645058719,553206,55413,31009,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,tuberculostearicum,SK141,J. Craig Venter Institute,,Gi03351,Free living,Skin,,Singles,Rod-shaped,None,Chemoorganotroph,,,,,Free living,,Nonmotile,,Anaerobe,,,Nonsporulating,Mesophile,2372261,2265,1,154,6.8,680,30.02,444,19.6,69,3.05
