"16S rRNA Count","Arrangment","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Class","Disease","Diseases","Domain","Ecosystem","Ecosystem Category","Ecosystem Subtype","Ecosystem Type","Endospores","Energy Category","Energy Source","Family","GC Content","Genbank accessions","GenBank Project ID","Gene Count","Genome Name","Genome Size","Genus","GOLD ID","Gram Stain","Group","Habitat","Has 1PFK","Has 6PGL","Has ADP PFK","Has Any 1PFK","Has Any Gluconate Dehydratase","Has EDA","Has EDD","Has Gluconate Dehydratase","Has Gluconokinase","Has Phosphoketolase","Has PPi PFK","Has Rubisco","Has ZWF","IMG Pathwawy Count","IMG Pathway %","IMG Submission ID","Isolation","KEGG %","KEGG Count","KEGG ID","Metabolism","MetaCyc %","MetaCyc Count","Motility","NCBI Taxon ID","Optimal temp.","Order","Organism Name","Oxygen Req NCBI","Oxygen Requirement IMG","Paralogs %","Paralogs Count","Pathogenic in","Phenotype","Phylum","Project ID","Proposal Name","Refseq accessions","RefSeq project ID","RefSeq Project ID","Salinity","Sequence Status","Sequencing Center","Shape","Species","Specific Ecosystem","Sporulation","Status","Strain","Super Kingdom","Taxon Object ID","Taxonomy ID","Temp. range","Temperature Range","Has 1PFK or EDD"
7,,"Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","Paratyphoid fever","Gastroenteritis, Food poisoning, Salmonellosis, Typhoid fever","Bacteria",,,,,"No","Organic","Chemoorganotroph","Enterobacteriaceae",52.2,"FM200053",30943,4208,"Salmonella enterica sv Paratyphi A AKU_12601",4.6,"Salmonella","Gc00853",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",395,9.39,,"Free living",33.89,1426,"sek",,21.08,887,"Yes",554290,0,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601","Facultative","Facultative",15.28,643,"Human","Pathogen","Proteobacteria",30943,"zzz",0,59269,59269,,"complete","Imperial College, Sanger Institute","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Paratyphi A str. AKU_12601","Bacteria",642555158,642555158,"Mesophilic","Mesophile","BOTH"
1,"Singles","Free living",,,,"Rod-shaped","Thermotogae","None","None","Bacteria",,,,,"No","Organic","Heterotroph","Thermotogaceae",46.2,"AE000512",111,1915,"Thermotoga maritima MSB8",1.86072,"Thermotoga","Gc00023",0,"Thermotogae","Specialized","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",221,11.54,,"Free living",38.22,732,"tma",,21.93,420,"Yes",243274,80,"Thermotogales","Thermotoga maritima MSB8","Anaerobic","Anaerobe",9.4,180,"No",,"Thermotogae",111,"zzz",0,57723,57723,,"complete","J. Craig Venter Institute","Rod","maritima",,"Nonsporulating","Finished","MSB8","Bacteria",637000321,637000321,"Hyperthermophilic","Hyperthermophile","1PFK"
9,,"Free living",,,,"Rod-shaped","Gammaproteobacteria","Furunculosis","Furunculosis","Bacteria",,,,,,"Organic","Heterotroph","Aeromonadaceae",58.2,"CP000644,AY301063,AY301064,AY301065,CP000645,CP000646",16723,4608,"Aeromonas salmonicida salmonicida A449",5.0462,"Aeromonas","Gc00536",0,"Gammaproteobacteria","Aquatic","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",351,7.62,,"Free living",29.1,1341,"asa",,17.01,784,"Yes",382245,0,"Aeromonadales","Aeromonas salmonicida subsp. salmonicida A449","Facultative","Facultative",15.34,707,"Fish","Pathogen","Proteobacteria",16723,"zzz",0,58631,58631,,"complete","NRC-IMB","Rod","salmonicida",,,"Finished","subsp. salmonicida A449","Bacteria",641522605,641522605,"Mesophilic","Psychrophile","BOTH"
1,"Singles","Free living",,,,"Coccus-shaped","Thermoprotei",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Sulfolobaceae",32.8,"BA000023",246,2982,"Sulfolobus tokodaii 7, JCM 10545",2.7,"Sulfolobus","Gc00061",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",236,7.91,,"Free living",21.19,632,"sto","Sulfur metabolizing",14.59,435,"No",273063,80,"Sulfolobales","Sulfolobus tokodaii str. 7","Aerobic","Aerobe",17.94,535,"No","Acidophile","Crenarchaeota",246,"zzz",0,57807,57807,,"complete","NITE","Coccus","tokodaii",,"Nonsporulating","Finished","str. 7","Archaea",638154519,638154519,"Hyperthermophilic","Hyperthermophile","EDD"
1,"Chains","Free living",,,"Chains","Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,"No","Both","Heterotroph, Phototroph","Rhodobacteraceae",62.2,"CP000264,CP000265",12733,4339,"Jannaschia sp. CCS1",4.386,"Jannaschia","Gc00354",0,"Alphaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",362,8.34,,"Free living",30.86,1339,"jan",,20.33,882,"No",290400,30,"Rhodobacterales","Jannaschia sp. CCS1","Aerobic","Obligate aerobe",9.77,424,"No",,"Proteobacteria",12733,"Roseobacter Clade Strains",0,58147,58147,"Mesophilic","complete","DOE Joint Genome Institute","Rod","sp.",,"Nonsporulating","Finished","CCS1","Bacteria",637000137,637000137,"Mesophilic","Mesophile","EDD"
14,,"Free living",,,"Pairs, Singles","Rod-shaped","Clostridia","None","None","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",29.9,"CP000721",12637,5290,"Clostridium beijerinckii NCIMB 8052",6,"Clostridium","Gc00585",0,"Firmicutes",,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",414,7.83,,"Free living",26.24,1388,"cbe",,14.42,763,"Yes",290402,0,"Clostridiales","Clostridium beijerinckii NCIMB 8052",,"Anaerobe",28.56,1511,"No","Non-Pathogen","Firmicutes",12637,"Clostridium beijerinckii NCIMB 8052 Sequencing",0,58137,58137,"Non-halophilic","complete","DOE Joint Genome Institute, Univ of Illinois","Rod","beijerinckii",,"Sporulating","Finished","NCIMB 8052","Bacteria",640753016,640753016,"Mesophilic","Mesophile","1PFK"
3,"Singles","Free living",,,"Singles","Coccus-shaped","Methanococci","None","None","Archaea",,,,,"No","Inorganic","Lithotroph","Methanococcaceae",33.4,"CP000867",19639,1874,"Methanococcus maripaludis C6",1.74419,"Methanococcus","Gc00678",,"Euryarchaeota","Aquatic","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",109,5.82,,"Free living",33.14,621,"mmx","Methanogen, Hydrogenotrophic, Nitrogen fixation",19.96,374,"Yes",444158,0,"Methanococcales","Methanococcus maripaludis C6","Anaerobic","Obligate anaerobe",11.53,216,"No","Non-Pathogen","Euryarchaeota",19639,"5 mesophilic methanococci Proposal # 0179-051115",0,58947,58947,,"complete","DOE Joint Genome Institute","Irregular coccus","maripaludis",,"Nonsporulating","Finished","C6","Archaea",641228496,641228496,"Mesophilic","Mesophile","1PFK"
5,"Singles, Pairs, Rosettes","Free living","Plant-root",,"Singles, Pairs","Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,"No","C1","Methylotroph","Methylobacteriaceae",69.4,"CP001029,CP001031,CP001030",19559,5538,"Methylobacterium populi BJ001",5.848,"Methylobacterium","Gc00771",0,"Alphaproteobacteria",,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE",151,2.73,,"Free living",23.75,1315,"mpo",,14.45,800,,441620,"20-30","Rhizobiales","Methylobacterium populi BJ001","Aerobic","Aerobe",19.32,1070,,,"Proteobacteria",19559,"LGT in Methylobacteria Proposal # 0165-051130",0,58937,58937,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","populi",,"Nonsporulating","Finished","BJ001","Bacteria",642555139,642555139,"Mesophilic","Mesophile","BOTH"
11,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Vibrionaceae",44.9,"CP001805,CP001806",40507,4676,"Vibrio sp. Ex25",5.1,"Vibrio","Gc01137",0,"Gammaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",346,7.4,,"Free living",29.66,1387,"vex",,16.75,783,"Yes",150340,0,"Vibrionales","Vibrio sp. Ex25",,"Facultative",13.32,623,,"Bioluminescent","Proteobacteria",40507,"zzz",0,41601,41601,,"complete","LANL, Los Alamos National Lab","Rod","sp.",,"Nonsporulating","Finished","Ex25","Bacteria",646311966,646311966,,"Mesophile","BOTH"
2,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Sphingomonadaceae",67.9,"CP000699,CP000701,CP000700",17343,5463,"Sphingomonas wittichii RW1",5.93,"Sphingomonas","Gc00571",0,"Alphaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",394,7.21,,"Free living",27.22,1487,"swi",,19.92,1088,"Yes",392499,0,"Sphingomonadales","Sphingomonas wittichii RW1","Aerobic","Aerobe",25.13,1373,"No",,"Proteobacteria",17343,"zzz",0,58691,58691,,"complete","DOE Joint Genome Institute","Rod","wittichii",,"Nonsporulating","Finished","RW1","Bacteria",640427144,640427144,"Mesophilic","Mesophile","EDD"
9,"Singles, Pairs, Chains","Free living",,,"Chains, Singles, Pairs","Rod-shaped","Clostridia","Botulism","Botulism","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.2,"CP000939,CP000940",28505,3961,"Clostridium botulinum BoNT/B1 Okra",4.10823,"Clostridium","Gc00740",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",154,3.89,,"Free living",22.77,902,"cbb",,12.83,508,"Yes",498213,37,"Clostridiales","Clostridium botulinum B1 str. Okra","Anaerobic","Anaerobe",19.62,777,"Human","Pathogen","Firmicutes",28505,"zzz",0,59147,59147,,"complete","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory","Rod","botulinum",,"Sporulating","Finished","B1 str. Okra","Bacteria",641522619,641522619,"Mesophilic","Mesophile","1PFK"
9,"Singles, Pairs, Chains","Free living",,,"Chains, Pairs, Singles","Rod-shaped","Clostridia","Botulism","Botulism","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.1,"CP000962,CP000963",28507,4092,"Clostridium botulinum BoNT/A3 Loch Maree",4.27,"Clostridium","Gc00741",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",150,3.67,,"Free living",22.31,913,"cbl",,12.22,500,"Yes",498214,37,"Clostridiales","Clostridium botulinum A3 str. Loch Maree","Anaerobic","Anaerobe",19.11,782,"Human","Pathogen","Firmicutes",28507,"zzz",0,59149,59149,,"complete","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory","Rod","botulinum",,"Sporulating","Finished","A3 str. Loch Maree","Bacteria",641522617,641522617,"Mesophilic","Mesophile","1PFK"
2,,"Free living",,,"Singles","Rod-shaped","Actinobacteria","None","None","Bacteria",,,,,,"Organic","Chemoorganotroph","Mycobacteriaceae",68.4,"CP000580",16079,5855,"Mycobacterium sp. JLS",6.04842,"Mycobacterium","Gc00516",0,"Actinobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",337,5.76,,"Free living",23.36,1368,"mjl","PAH-degrading",17.63,1032,,164757,0,"Actinomycetales","Mycobacterium sp. JLS",,"Aerobe",25.62,1500,"No","Non-Pathogen","Actinobacteria",16079,"Mycobacteria, 5 strains",0,58489,58489,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","sp.",,"Nonsporulating","Finished","JLS","Bacteria",640069320,640069320,"Mesophilic","Mesophile","1PFK"
2,,"Free living",,,"Singles","Rod-shaped","Actinobacteria","None","None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Mycobacteriaceae",68.4,"CP000384,CP000385",15762,5704,"Mycobacterium sp. MCS",5.92052,"Mycobacterium","Gc00392",0,"Actinobacteria",,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",332,5.82,,"Free living",23.09,1317,"mmc","PAH-degrading",17.41,993,"No",164756,0,"Actinomycetales","Mycobacterium sp. MCS",,"Aerobe",22.41,1278,"No","Non-Pathogen","Actinobacteria",15762,"Mycobacteria, 5 strains",0,58465,58465,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","sp.",,"Nonsporulating","Finished","MCS","Bacteria",637000171,637000171,"Mesophilic","Mesophile","1PFK"
1,,"Free living",,,"Singles, Pairs","Rod-shaped","Clostridia",,"None","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",31,"CP002160",37295,4685,"Clostridium cellulovorans 743B, ATCC 35296",5.3,"Clostridium","Gi08307",0,"Firmicutes",,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",138,2.95,,"Free living",20.43,957,"ccb","Cellulose degrader",11.89,557,"No",573061,0,"Clostridiales","Clostridium cellulovorans 743B","Anaerobic","Anaerobe",18.23,854,"No",,"Firmicutes",32609,"zzz",0,51503,52819,,"complete","Mie Univ","Rod","cellulovorans",,"Sporulating","Draft","743B","Bacteria",648276630,648276630,"Mesophilic","Mesophile","1PFK"
2,,"Free living",,,,"Coccus-shaped","Methanococci",,"None","Archaea",,,,,"No","Inorganic","Autotroph, Lithotroph","Methanocaldococcaceae",33.5,"CP002009",32611,1513,"Methanocaldococcus infernus ME",1.3,"Methanocaldococcus","Gc01344",0,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",136,8.99,,"Free living",35.36,535,"mif","Methanogen",22.01,333,"Yes",573063,85,"Methanococcales","Methanocaldococcus infernus ME","Anaerobic","Anaerobe",8.06,122,"No",,"Euryarchaeota",32611,"CSP_787660, Methanoarchaea",0,48803,48803,,"complete","DOE Joint Genome Institute","Coccus","infernus",,"Nonsporulating","Finished","ME","Archaea",646564547,646564547,"Hyperthermophilic","Thermophile","1PFK"
6,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Nosocomial infections, nosocomial pneumonia","Pneumonia, Nosocomial infection","Bacteria",,,,,,"Organic","Chemoheterotroph, Heterotroph","Moraxellaceae",38.9,"CP000863,CP000865,CP000864",17827,3841,"Acinetobacter baumannii ACICU",3.992,"Acinetobacter","Gc00810",0,"Gammaproteobacteria","Aquatic","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",275,7.16,,"Free living",27.78,1067,"abc",,19.06,732,,405416,37,"Pseudomonadales","Acinetobacter baumannii ACICU","Aerobic","Aerobe",16.04,616,"Human","Pathogen","Proteobacteria",17827,"zzz",0,58765,58765,"Non-halophilic","complete","CNR - National Research Council","Pleomorphic rod","baumannii",,"Nonsporulating","Finished","ACICU","Bacteria",642555102,642555102,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,,"Coccus-shaped","Methanococci",,"None","Archaea",,,,,,"Inorganic","Lithotroph, Autotroph","Methanocaldococcaceae",32.2,"CP001696,CP001697",32615,1663,"Methanocaldococcus fervens AG86",1.522,"Methanocaldococcus","Gc01098",0,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",91,5.47,,"Free living",34.64,576,"mfe","Methanogen",21.23,353,,573064,0,"Methanococcales","Methanocaldococcus fervens AG86","Anaerobic","Anaerobe",6.61,110,"No","Piezophile","Euryarchaeota",32615,"CSP_787660, Methanoarchaea",0,59347,59347,,"complete","DOE Joint Genome Institute","Coccus","fervens",,"Nonsporulating","Finished","AG86","Archaea",644736385,644736385,"Hyperthermophilic","Thermophile","1PFK"
2,"Filaments","Symbiotic",,,"Filaments","Filament-shaped","Actinobacteria",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Frankiaceae",70.1,"CP000249",13963,4621,"Frankia sp. CcI3",5.43363,"Frankia","Gc00345",0,"Actinobacteria","Multiple","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",331,7.16,,"Symbiotic",22.98,1062,"fra","Nitrogen fixation",16.73,773,,106370,0,"Actinomycetales","Frankia sp. CcI3","Aerobic","Aerobe",18.42,851,,"Non-Pathogen","Actinobacteria",13963,"Frankia sp. strain CcI3 Sequencing",0,58397,58397,,"complete","DOE Joint Genome Institute, LBNL, Univ of Connecticut, Univ of New Hampshire",,"sp.",,"Sporulating","Finished","CcI3","Bacteria",637000116,637000116,"Mesophilic","Mesophile","1PFK"
7,"Singles, Pairs","Free living",,,"Singles, Pairs","Rod-shaped","Gammaproteobacteria","Gastroenteritis","Food poisoning, Gastroenteritis, Salmonellosis","Bacteria",,,,,,"Organic","Chemoorganotroph","Enterobacteriaceae",52,"CP001138,CP001137",20063,4720,"Salmonella enterica Agona SL483",4.838,"Salmonella","Gc00850",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",506,10.72,,"Free living",31.19,1472,"sea",,19.49,920,"Yes",454166,0,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Agona str. SL483","Facultative","Facultative",16.76,791,"Human, Animal","Nontyphoidal","Proteobacteria",20063,"zzz",0,59431,59431,,"complete","J. Craig Venter Institute","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Agona str. SL483","Bacteria",642555154,642555154,"Mesophilic","Mesophile","BOTH"
1,,"Free living",,,"Singles","Coccus-shaped","Thermoprotei",,"None","Archaea",,,,,,"Organic","Heterotroph","Sulfolobaceae",35.1,"CP001400",18871,2900,"Sulfolobus islandicus M.14.25",2.6,"Sulfolobus","Gc00992",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",221,7.62,,"Free living",23.38,678,"sia",,15.28,443,,427317,"75-85","Sulfolobales","Sulfolobus islandicus M.14.25","Aerobic","Aerobe",17.41,505,"No","Acidophile","Crenarchaeota",18871,"zzz",0,58849,58849,,"complete","DOE Joint Genome Institute","Coccus","islandicus",,"Nonsporulating","Finished","M.14.25","Archaea",643692045,643692045,"Hyperthermophilic","Hyperthermophile","EDD"
1,,"Free living",,,,"Coccus-shaped","Thermococci",,"None","Archaea",,,,,,"Organic","Heterotroph","Thermococcaceae",52,"AP006878",13213,2428,"Thermococcus kodakarensis KOD1",2.08874,"Thermococcus","Gc00248",,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",173,7.13,,"Free living",23.6,573,"tko",,14,340,"Yes",69014,85,"Thermococcales","Thermococcus kodakarensis KOD1","Anaerobic","Anaerobe",12.81,311,,,"Euryarchaeota",13213,"zzz",0,58225,58225,"Mesophilic","complete","Kwansei Gakuin Univ, Kyoto Univ","Irregular coccus","kodakaraensis",,"Nonsporulating","Finished","KOD1","Archaea",638154520,638154520,"Hyperthermophilic","Hyperthermophile","1PFK"
1,,"Free living",,,"Singles","Coccus-shaped","Thermoprotei",,"None","Archaea",,,,,,"Organic","Heterotroph","Sulfolobaceae",35,"CP001401",18873,2956,"Sulfolobus islandicus M.16.27",2.7,"Sulfolobus","Gc00996",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",225,7.61,,"Free living",23.07,682,"sim",,15.26,451,"No",427318,"75-85","Sulfolobales","Sulfolobus islandicus M.16.27","Aerobic","Aerobe",17.35,513,"No","Acidophile","Crenarchaeota",18873,"zzz",0,58851,58851,"Non-halophilic","complete","DOE Joint Genome Institute","Coccus","islandicus",,"Nonsporulating","Finished","M.16.27","Archaea",643692046,643692046,"Hyperthermophilic","Hyperthermophile","EDD"
10,"Singles, Pairs","Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Shewanellaceae",46.2,"CP000563,CP000565,CP000566,CP000567,CP000564",13386,4741,"Shewanella baltica OS155",5.34638,"Shewanella","Gc00513",0,"Gammaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE",350,7.38,,"Free living",24.97,1184,"sbl",,16.07,762,"Yes",325240,0,"Alteromonadales","Shewanella baltica OS155","Facultative","Facultative",18.6,882,,,"Proteobacteria",13386,"zzz",0,58259,58259,,"complete","DOE Joint Genome Institute","Rod","baltica",,"Nonsporulating","Finished","OS155","Bacteria",640069330,640069330,"Mesophilic","Mesophile","EDD"
1,"Singles","Free living",,,,"Rod-shaped","Halobacteria",,"None","Archaea",,,,,"No","Organic","Chemoorganotroph","Halobacteriaceae",65.9,"AE004437,AE004438,AF016485",217,2728,"Halobacterium sp. NRC-1",2.55543,"Halobacterium","Gc00039",0,"Euryarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",238,8.72,,"Free living",25.81,704,"hal",,16.42,448,"Yes",64091,42,"Halobacteriales","Halobacterium sp. NRC-1","Facultative","Aerobe",22.58,616,"No",,"Euryarchaeota",217,"zzz",0,57769,57769,"Extreme halophilic","complete","Univ of Massachusetts, Univ of Washington- Seattle","Rod","sp.",,"Nonsporulating","Finished","NRC-1","Archaea",638154504,638154504,"Mesophilic","Mesophile","EDD"
6,,"Free living","Blood",,"Singles","Rod-shaped","Gammaproteobacteria","Nosocomial infections, nosocomial pneumonia","Nosocomial infection","Bacteria",,,,,,"Organic","Heterotroph, Chemoheterotroph","Moraxellaceae",39,"CP001172",30993,3542,"Acinetobacter baumannii AB307-0294",3.76098,"Acinetobacter","Gc00894",0,"Gammaproteobacteria","Multiple","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",176,4.97,,"Free living",29.59,1048,"abb",,20.33,720,,557600,0,"Pseudomonadales","Acinetobacter baumannii AB307-0294","Aerobic","Aerobe",14.6,517,"Human","MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), Pathogen","Proteobacteria",30993,"zzz",0,59271,59271,,"complete","COE SUNY-Buffalo","Pleomorphic rod","baumannii",,"Nonsporulating","Finished","AB307-0294","Bacteria",643348503,643348503,"Mesophilic","Mesophile","BOTH"
9,"Singles, Pairs","Free living",,,"Singles, Pairs","Rod-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Shewanellaceae",47.9,"CP000469,CP000470",13905,4537,"Shewanella sp. ANA-3",5.2522,"Shewanella","Gc00459",0,"Gammaproteobacteria","Multiple","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",348,7.67,,"Free living",25.17,1142,"shn",,16.46,747,"Yes",94122,0,"Alteromonadales","Shewanella sp. ANA-3","Facultative","Anaerobe",10.89,494,,,"Proteobacteria",13905,"zzz",0,58347,58347,,"complete","DOE Joint Genome Institute","Rod","sp.",,"Nonsporulating","Finished","ANA-3","Bacteria",639633058,639633058,"Mesophilic","Mesophile","EDD"
8,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Vibriosis","Vibriosis","Bacteria",,,,,"No","Organic","Heterotroph","Vibrionaceae",43.9,"FM954972,FM954973",32815,4572,"Vibrio splendidus LGP32",4.97551,"Vibrio","Gc00912",0,"Gammaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",230,5.03,,"Free living",28.46,1301,"vsp",,16.43,751,"Yes",575788,0,"Vibrionales","Vibrio splendidus LGP32","Facultative","Facultative",13.41,613,"Fish, Shellfish","Facultative intracellular, Pathogen","Proteobacteria",32815,"zzz",0,59353,59353,,"complete","Institut Pasteur","Rod","splendidus",,"Nonsporulating","Finished","LGP32","Bacteria",643348587,643348587,"Mesophilic","Mesophile","1PFK"
4,,"Symbiotic","Blood, Oral","Pharyngeal mucosa",,"Rod-shaped","Actinobacteria",,"Pharyngitis, Sepsis, Tonsillitis, Osteomyelitis","Bacteria",,,,,"No","Organic","Chemoorganotroph","Actinomycetaceae",,"CP002045",37925,1885,"Arcanobacterium haemolyticum CCM, DSM 20595",2,"Arcanobacterium","Gc01291",0,"Actinobacteria","Host-associated","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",101,5.36,,"Symbiotic",27.9,526,"ahe",,16.6,313,"No",644284,0,"Actinomycetales","Arcanobacterium haemolyticum DSM 20595","Facultative","Anaerobe",7.53,142,"Human",,"Actinobacteria",37925,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,49489,49489,,"complete","DOE Joint Genome Institute, DSMZ","Rod","haemolyticum",,"Nonsporulating","Finished","DSM 20595","Bacteria",646564505,646564505,"Mesophilic","Mesophile","1PFK"
2,,"Free living",,,,"Coccus-shaped","Methanococci",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Methanocaldococcaceae",32,"CP001901,CP001902",37943,1893,"Methanocaldococcus sp. FS406-22",1.812,"Methanocaldococcus","Gc01212",,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",129,6.81,,"Free living",29.32,555,"mfs","Nitrogen fixation, Methanogen",18.96,359,"Yes",644281,90,"Methanococcales","Methanocaldococcus sp. FS406-22","Anaerobic",,11.41,216,"No","Piezophile","Euryarchaeota",37943,"CSP_787660, Methanoarchaea",0,42499,42499,,"complete","DOE Joint Genome Institute","Coccus","sp.",,"Nonsporulating","Finished","FS406-22","Archaea",646564548,646564548,"Hyperthermophilic","Thermophile","1PFK"
