taxon_oid,Domain,Status,Proposal Name,Genome Name,Taxon Object ID,NCBI Taxon ID,RefSeq Project ID,GenBank Project ID,Phylum,Class,Order,Family,Genus,Species,Strain,Sequencing Center,Funding Agency,Add Date,Is Public,IMG Release,IMG Product Assignment,IMG Submission ID,GOLD ID,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Diseases,Energy Source,Energy Category,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Isolation,Specific Ecosystem,Gram Staining,Host Name,Host Gender,Motility,Metabolism,Oxygen Requirement,Broad Oxygen Requirement,Phenotype,Relevance,Salinity,Sporulation,Temperature Range,IMG Sample Id,IMG Project Id,Scaffold Count,CRISPR Count,GC Count,GC %,Coding Base Count,Genome Size,Gene Count,CDS Count,CDS %,RNA Count,rRNA Count,5S rRNA Count,16S rRNA Count,18S rRNA Count,23S rRNA Count,28S rRNA Count,tRNA Count,Other RNA Count,Fused Count,Fused %,Fusion Component Count,Fusion component %,Pseudo Count,Pseudo %,Unchar Count,Unchar %,Obsolete Count,Obsolete %,Revised Count,Revised %,w/ Func Pred Count,w/ Func Pred %,w/o Func Pred Sim Count,w/o Func Pred Sim %,w/o Func Pred No Sim Count,w/o Func Pred No Sim %,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Orthologs Count,Orthologs %`,Paralogs Count,Paralogs %,Ortholog Group Count,Paralog Group Count,SwissProt Count,SwissProt %,Not SwissProt Count,Not SwissProt %,SEED Count,SEED %,Not SEED Count,Not SEED %,COG Count,COG %,KOG Count,KOG %,Pfam Count,Pfam %,TIGRfam Count,TIGRfam %,COG Cluster Count,KOG Cluster Count,Pfam Cluster Count,TIGRfam Cluster Count,InterPro Count,InterPro %,Enzyme Count,Enzyme %,TC Count,TC %,KEGG Count,KEGG %,Not KEGG Count,Not KEGG %,KO Count,KO %,Not KO Count,Not KO %,MetaCyc Count,MetaCyc %,Not MetaCyc Count,Not MetaCyc %,IMG Term Count,IMG Term %,IMG Pathwawy Count,IMG Pathway %,IMG Parts List Count,IMG Parts List %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,KEGG ID,Has ATP 6PFK,Has Ppi 6PFK,Has ADP 6PFK,Has ATP 1PFK,Has Any 6PFK,Has EDD,Has EDA,Has ED Genes,Has EMP Glycolysis,Has ED Pathway,Has SemiP ED Pathway,Has SLP Bypass EMP
637000082,Bacteria,Finished,Corynebacterium diphtheriae gravis NCTC 13129,Corynebacterium diphtheriae gravis NCTC 13129,637000082,257309,57691,87,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,diphtheriae,NCTC 13129,"PHLS, Sanger Institute",Beowulf Genomics,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00163,Free living,Airways,Pharyngeal mucosa,Singles,Rod-shaped,"Diphtheria, Respiratory infection",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,Female,Nonmotile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10523,1,2,1330885,0.53,2213844,2488635,2395,2316,96.7,79,15,5,5,zzz,5,zzz,54,10,176,7.35,961,40.13,44,1.84,zzz,zzz,zzz,zzz,2,zzz,1383,57.75,879,36.7,54,2.25,507,21.17,605,25.26,2215,92.48,157,6.56,2043,64,331,13.82,1985,82.88,2271,94.82,45,1.88,1576,65.8,810,33.82,1717,71.69,806,33.65,1174,558,1300,785,1866,77.91,660,27.56,288,12.03,740,30.9,1576,65.8,1194,49.85,1122,46.85,488,20.38,1828,76.33,587,24.51,256,10.69,186,7.77,2322,96.95,167,cdi,True,False,False,True,True,False,False,False,True,False,False,False
649633075,Bacteria,Finished,Neisseria lactamica 020-06,Neisseria lactamica 020-06,649633075,489653,60851,13472,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,lactamica,020-06,"Sanger Institute, Univ of Oxford",zzz,2011-03-26,Yes,IMG/W 3.4,zzz,zzz,Gc01618,Free living,Airways,Nasopharynx,Pairs,Coccus-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Nonmotile,zzz,Aerobe,Aerobe,Non-Pathogen,zzz,zzz,Nonsporulating,Mesophile,zzz,11572,1,zzz,1160822,0.52,1854543,2220606,2049,1972,96.24,77,12,4,4,zzz,4,zzz,59,6,112,5.47,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1,zzz,1348,65.79,602,29.38,22,1.07,628,30.65,386,18.84,1942,94.78,40,1.95,1824,10,zzz,zzz,1972,96.24,1383,67.5,589,28.75,1542,75.26,682,33.28,1549,75.6,848,41.39,1269,519,1361,839,1757,85.75,646,31.53,241,11.76,643,31.38,1329,64.86,1186,57.88,786,38.36,464,22.65,1508,73.6,373,18.2,157,7.66,116,5.66,1982,96.73,247,nla,False,False,False,False,False,True,True,True,False,True,False,False
637000319,Bacteria,Finished,Thermobifida fusca YX,Thermobifida fusca YX,637000319,269800,57703,94,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Thermobifida,fusca,YX,"Cornell Univ, DOE Joint Genome Institute",DOE,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00288,Free living,zzz,zzz,zzz,Rod-shaped,"Farmer's lung, Mushroom worker's disease, Respiratory infection",,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,"Degrades organic material, Cellulose degrader",Aerobe,Aerobe,Pathogen,"Biofuels, Biotechnological, Human Pathogen, Medical, Bioenergy",zzz,Sporulating,Thermophile,zzz,10397,1,12,2458622,0.68,3109542,3642249,3195,3117,97.56,78,12,4,4,zzz,4,zzz,52,14,295,9.23,1725,53.99,7,0.22,zzz,zzz,zzz,zzz,26,1,1757,54.99,1358,42.5,2,0.06,663,20.75,783,24.51,2969,92.93,324,10.14,2602,123,283,8.86,2834,88.7,3110,97.34,7,0.22,2239,70.08,1160,36.31,2442,76.43,907,28.39,1362,678,1483,847,2639,82.6,838,26.23,324,10.14,941,29.45,2176,68.11,1464,45.82,1653,51.74,629,19.69,2488,77.87,835,26.13,307,9.61,282,8.83,3075,96.24,424,tfu,False,True,False,True,True,False,True,False,False,False,False,False
637000165,Bacteria,Finished,Methylobacillus flagellatus KT,Methylobacillus flagellatus KT,637000165,265072,58049,10647,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,flagellatus,KT,"DOE Joint Genome Institute, Univ of Washington",DOE,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00367,Free living,zzz,zzz,Singles,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Aerobe,Aerobe,zzz,"Environmental, Energy production, Biotechnological, Wastewater treatment, Bioremediation",zzz,zzz,Mesophile,zzz,10319,1,2,1655702,0.56,2692357,2971517,2824,2759,97.7,65,6,2,2,zzz,2,zzz,46,13,261,9.24,1397,49.47,6,0.21,zzz,zzz,zzz,zzz,zzz,zzz,2059,72.91,680,24.08,20,0.71,636,22.52,626,22.17,2697,95.5,563,19.94,2336,255,369,13.07,2390,84.63,1550,54.89,1209,42.81,2203,78.01,943,33.39,2303,81.55,1150,40.72,1466,589,1580,967,2457,87,804,28.47,423,14.98,923,32.68,1836,65.01,1645,58.25,1114,39.45,568,20.11,2191,77.58,864,30.59,295,10.45,349,12.36,2797,99.04,182,mfa,False,False,False,False,False,True,True,True,False,False,False,False
644736405,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Slackia heliotrinireducens RHS 1, DSM 20476",644736405,471855,59051,20831,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,heliotrinireducens,DSM 20476,"DOE Joint Genome Institute, DSMZ",zzz,2009-10-13,Yes,IMG/W 3.0,zzz,zzz,Gc01094,Free living,Gastrointestinal tract,Rumen,zzz,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Sheep,zzz,Nonmotile,Pyrrolizidine alkaloids metabolizer,Obligate anaerobe,Anaerobe,zzz,"Tree of Life, GEBA, Medical",zzz,Nonsporulating,Mesophile,zzz,11833,1,zzz,1905720,0.6,2730899,3165038,2852,2798,98.11,54,6,2,2,zzz,2,zzz,48,zzz,211,7.4,1094,38.36,33,1.16,zzz,zzz,zzz,zzz,zzz,zzz,1908,66.9,830,29.1,60,2.1,565,19.81,659,23.11,2675,93.79,435,15.25,2170,170,1,0.04,2797,98.07,1630,57.15,1168,40.95,1972,69.14,848,29.73,2073,72.69,838,29.38,1164,523,1263,724,2272,79.66,625,21.91,305,10.69,662,23.21,2136,74.89,1174,41.16,1624,56.94,448,15.71,2350,82.4,405,14.2,148,5.19,150,5.26,2746,96.28,352,shi,False,False,False,True,False,False,False,False,False,False,False,False
648028023,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Desulfarculus baarsii 2st14, DSM 2075",648028023,644282,51371,37955,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,baarsii,DSM 2075,"DOE Joint Genome Institute, DSMZ",zzz,2010-10-29,Yes,IMG/W 3.3,zzz,zzz,Gc01335,Free living,zzz,zzz,zzz,zzz,zzz,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,zzz,zzz,Anaerobe,Anaerobe,zzz,"GEBA, Tree of Life",zzz,zzz,Mesophile,zzz,26,1,3,2401943,0.66,3313356,3655731,3355,3303,98.45,52,3,1,1,zzz,1,zzz,46,3,308,9.18,1577,47,26,0.77,zzz,zzz,zzz,zzz,zzz,zzz,2462,73.38,735,21.91,106,3.16,1103,32.88,769,22.92,3143,93.68,480,14.31,2635,194,1,0.03,3302,98.42,6,0.18,3297,98.27,2463,73.41,1130,33.68,2611,77.82,1057,31.51,1417,597,1529,894,3112,92.76,673,20.06,385,11.48,794,23.67,2509,74.78,1259,37.53,2044,60.92,513,15.29,2790,83.16,552,16.45,199,5.93,193,5.75,3304,98.48,225,dbr,False,True,False,False,True,False,False,False,False,False,False,False
637000246,Bacteria,Finished,Rickettsia typhi Wilmington,Rickettsia typhi Wilmington,637000246,257363,58063,10679,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,typhi,str. Wilmington,"BCM-HGSC, Univ of Texas",NIAID,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00208,Symbiotic,Blood,zzz,zzz,Rod-shaped,Typhus,,,zzz,zzz,zzz,zzz,Symbiotic,zzz,Gram-,Homo sapiens,zzz,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Human Pathogen, Medical, Animal Pathogen",zzz,Nonsporulating,Mesophile,zzz,10478,1,zzz,321438,0.29,844992,1111496,920,880,95.65,40,3,1,1,zzz,1,zzz,33,4,57,6.2,291,31.63,42,4.57,zzz,zzz,zzz,zzz,zzz,zzz,593,64.46,269,29.24,18,1.96,117,12.72,262,28.48,850,92.39,25,2.72,835,11,407,44.24,473,51.41,835,90.76,45,4.89,704,76.52,385,41.85,736,80,441,47.93,637,329,783,444,807,87.72,306,33.26,152,16.52,381,41.41,499,54.24,609,66.2,271,29.46,216,23.48,664,72.17,321,34.89,106,11.52,133,14.46,805,87.5,154,rty,False,False,False,False,False,False,False,False,False,False,False,False
644736331,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Brachybacterium faecium 6-10, DSM 4810",644736331,446465,58649,17026,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,faecium,DSM 4810,"DOE Joint Genome Institute, DSMZ",zzz,2009-10-13,Yes,IMG/W 3.0,zzz,zzz,Gc01028,Free living,zzz,zzz,zzz,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,zzz,zzz,Nonmotile,Sugars fermentor,Aerobe,Aerobe,zzz,"GEBA, Tree of Life",zzz,Nonsporulating,Mesophile,zzz,11823,1,zzz,2604449,0.72,3240642,3614992,3189,3129,98.12,60,9,3,3,zzz,3,zzz,50,1,254,7.96,1603,50.27,61,1.91,zzz,zzz,zzz,zzz,zzz,zzz,2328,73,768,24.08,33,1.03,704,22.08,840,26.34,2965,92.98,348,10.91,2590,139,6,0.19,3123,97.93,2322,72.81,807,25.31,2379,74.6,1189,37.28,2541,79.68,828,25.96,1319,669,1458,779,2739,85.89,866,27.16,509,15.96,965,30.26,2164,67.86,1606,50.36,1523,47.76,635,19.91,2494,78.21,733,22.99,239,7.49,220,6.9,3093,96.99,230,bfa,True,True,False,True,True,False,True,False,False,False,False,False
649633062,Bacteria,Finished,Lactobacillus delbrueckii bulgaricus ND02,Lactobacillus delbrueckii bulgaricus ND02,649633062,767455,60621,49147,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,delbrueckii,subsp. bulgaricus ND02,Tianjin Biochip Corporation,zzz,2011-03-26,Yes,IMG/W 3.4,zzz,zzz,Gc01544,Free living,Gastrointestinal tract,zzz,Chains,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Facultative,Facultative,Probiotic,"Lactic acid production, Food industry, Biotechnological",zzz,zzz,Mesophile,zzz,17233,2,zzz,1056254,0.5,1808328,2131976,2139,2018,94.34,121,27,9,9,zzz,9,zzz,94,zzz,134,6.26,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1543,72.14,404,18.89,71,3.32,503,23.52,444,20.76,1915,89.53,138,6.45,1612,28,zzz,zzz,2018,94.34,91,4.25,1927,90.09,1532,71.62,662,30.95,1523,71.2,684,31.98,999,431,1090,618,1739,81.3,533,24.92,264,12.34,598,27.96,1420,66.39,1016,47.5,1002,46.84,341,15.94,1677,78.4,299,13.98,75,3.51,118,5.52,2102,98.27,233,lde,True,False,False,True,True,False,False,False,False,False,False,False
637000339,Bacteria,Finished,Wolbachia endosymbiont of Drosophila melanogaster,Wolbachia endosymbiont of Drosophila melanogaster,637000339,163164,57851,272,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,endosymbiont,of Drosophila melanogaster,J. Craig Venter Institute,NIAID,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00172,Symbiotic,zzz,zzz,zzz,zzz,None,,,zzz,zzz,zzz,zzz,Symbiotic,zzz,Gram-,zzz,zzz,zzz,zzz,Aerobe,Aerobe,zzz,Biotechnological,zzz,zzz,Mesophile,zzz,10514,1,zzz,446701,0.35,1022514,1267782,1312,1268,96.65,44,3,1,1,zzz,1,zzz,34,7,72,5.49,347,26.45,73,5.56,zzz,zzz,zzz,zzz,zzz,zzz,728,55.49,500,38.11,40,3.05,128,9.76,288,21.95,1233,93.98,267,20.35,985,83,206,15.7,1062,80.95,1197,91.23,71,5.41,753,57.39,457,34.83,832,63.41,470,35.82,647,374,808,457,921,70.2,321,24.47,139,10.59,407,31.02,861,65.63,596,45.43,672,51.22,242,18.45,1026,78.2,388,29.57,145,11.05,127,9.68,1204,91.77,169,wol,False,False,False,False,False,False,False,False,False,False,False,False
643348567,Bacteria,Finished,Oligotropha carboxidovorans OM5,Oligotropha carboxidovorans OM5,643348567,504832,59155,28805,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,carboxidovorans,OM5,Mississippi State Univ,zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00876,Free living,zzz,zzz,zzz,Rod-shaped,None,Chemolithoautotroph,Inorganic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,zzz,zzz,,,zzz,Comparative analysis,zzz,zzz,Mesophile,zzz,59,1,zzz,2337253,0.62,3277987,3745629,3770,3722,98.73,48,3,1,1,zzz,1,zzz,45,zzz,296,7.85,1678,44.51,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2584,68.54,934,24.77,204,5.41,818,21.7,887,23.53,3475,92.18,514,13.63,3074,209,223,5.92,3499,92.81,2967,78.7,755,20.03,2626,69.66,1137,30.16,2752,73,1174,31.14,1614,665,1696,995,2963,78.59,893,23.69,517,13.71,1100,29.18,2622,69.55,1813,48.09,1909,50.64,657,17.43,3065,81.3,822,21.8,283,7.51,301,7.98,3726,98.83,307,oca,False,False,False,False,False,False,False,False,False,False,False,False
641522644,Bacteria,Finished,Polynucleobacter,Polynucleobacter necessarius necessarius STIR1,641522644,452638,58967,19991,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,necessarius,STIR1,DOE Joint Genome Institute,zzz,2008-05-30,Yes,IMG/W 2.6,zzz,zzz,Gc00757,zzz,zzz,zzz,zzz,zzz,zzz,,,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,,,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1,zzz,710909,0.46,1224735,1560469,1549,1508,97.35,41,4,1,1,zzz,1,zzz,37,zzz,77,4.97,644,41.58,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1154,74.5,319,20.59,35,2.26,244,15.75,344,22.21,1445,93.29,33,2.13,1355,14,206,13.3,1302,84.05,1119,72.24,389,25.11,1157,74.69,589,38.02,1190,76.82,658,42.48,1010,472,1130,673,1295,83.6,574,37.06,176,11.36,597,38.54,911,58.81,984,63.52,524,33.83,429,27.7,1079,69.66,476,30.73,198,12.78,162,10.46,1501,96.9,177,pne,False,False,False,False,False,False,False,False,False,False,False,False
637000188,Bacteria,Finished,Neisseria gonorrhoeae FA 1090,Neisseria gonorrhoeae FA 1090,637000188,242231,57611,23,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,gonorrhoeae,FA 1090,"Ohio State Univ, Univ of Oklahoma",NIAID,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00258,Free living,zzz,zzz,"Pairs, Singles",Coccus-shaped,Gonorrhea,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,Male,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,10427,1,zzz,1134894,0.53,1706021,2153922,2081,2002,96.2,79,12,4,4,zzz,4,zzz,55,12,119,5.72,775,37.24,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1051,50.5,942,45.27,9,0.43,384,18.45,380,18.26,1972,94.76,213,10.24,1790,78,416,19.99,1586,76.21,1996,95.92,6,0.29,1418,68.14,652,31.33,1462,70.25,810,38.92,1190,503,1300,804,1545,74.24,624,29.99,231,11.1,627,30.13,1375,66.07,1139,54.73,863,41.47,448,21.53,1554,74.68,587,28.21,260,12.49,173,8.31,2024,97.26,243,ngo,False,False,False,False,False,True,True,True,False,False,False,False
640427138,Bacteria,Finished,Rhodobacter sphaeroides ATCC 17025,Rhodobacter sphaeroides ATCC 17025,640427138,349102,58451,15755,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,sphaeroides,ATCC 17025,DOE Joint Genome Institute,DOE,2007-06-28,Yes,IMG/W 2.3,zzz,zzz,Gc00551,Free living,zzz,zzz,Chains,Rod-shaped,None,Photosynthetic,Inorganic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Facultative,Facultative,Non-Pathogen,"Energy production, Detoxification, Comparative analysis, Environmental, Biotechnological, Bioremediation",zzz,zzz,Mesophile,zzz,10134,6,zzz,3109314,0.68,4033069,4557127,4475,4397,98.26,78,12,4,4,zzz,4,zzz,54,12,350,7.82,2118,47.33,64,1.43,zzz,zzz,zzz,zzz,zzz,zzz,2520,56.31,1860,41.56,17,0.38,907,20.27,927,20.72,4254,95.06,853,19.06,3582,305,301,6.73,4096,91.53,2788,62.3,1609,35.96,3244,72.49,1337,29.88,3481,77.79,1301,29.07,1829,724,1883,1123,3740,83.58,1090,24.36,654,14.61,1348,30.12,3049,68.13,2252,50.32,2145,47.93,809,18.08,3588,80.18,1001,22.37,343,7.66,313,6.99,4334,96.85,325,rsq,True,False,False,True,True,True,True,True,False,False,False,False
637000024,Bacteria,Finished,Bacteroides fragilis NCTC 9343,Bacteroides fragilis NCTC 9343,637000024,272559,57639,46,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,NCTC 9343,Sanger Institute,Beowulf Genomics,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00260,Free living,Gastrointestinal tract,Intestinal tract,Singles,Rod-shaped,"Abscesses, Diarrhea",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,zzz,zzz,Obligate anaerobe,Anaerobe,Pathogen,"Animal Pathogen, Human Pathogen, Medical",zzz,zzz,Mesophile,zzz,10425,2,2,2259916,0.43,4651995,5241700,4403,4299,97.64,104,19,7,6,zzz,6,zzz,73,12,285,6.47,1686,38.29,68,1.54,zzz,zzz,zzz,zzz,1,zzz,2463,55.94,1808,41.06,28,0.64,1281,29.09,1081,24.55,4227,96,817,18.56,3410,315,307,6.97,3992,90.67,4235,96.18,64,1.45,2543,57.76,1152,26.16,2898,65.82,1082,24.57,1337,629,1488,822,3399,77.2,849,19.28,486,11.04,842,19.12,3457,78.51,1460,33.16,2839,64.48,608,13.81,3691,83.83,691,15.69,296,6.72,240,5.45,4275,97.09,408,bfs,True,True,False,False,True,False,True,False,True,False,False,False
637000025,Bacteria,Finished,Bacteroides fragilis YCH46,Bacteroides fragilis YCH46,637000025,295405,58195,13067,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,YCH46,"Kitasato Univ, RIKEN, Tokushima Univ",JSPS,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00222,Free living,Gastrointestinal tract,Intestinal tract,Singles,Rod-shaped,"Diarrhea, Abscesses",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,zzz,zzz,Obligate anaerobe,Anaerobe,Pathogen,"Medical, Animal Pathogen, Human Pathogen",zzz,zzz,Mesophile,zzz,10464,2,1,2294576,0.43,4809146,5310990,4730,4625,97.78,105,18,6,6,zzz,6,zzz,74,13,286,6.05,1700,35.94,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2423,51.23,2166,45.79,36,0.76,1322,27.95,1145,24.21,4521,95.58,883,18.67,3633,342,330,6.98,4295,90.8,4623,97.74,2,0.04,2600,54.97,1153,24.38,2978,62.96,1097,23.19,1353,636,1524,832,3486,73.7,844,17.84,488,10.32,855,18.08,3770,79.7,1463,30.93,3162,66.85,611,12.92,4014,84.86,704,14.88,302,6.38,246,5.2,4697,99.3,333,bfr,True,True,False,False,True,False,True,False,False,False,False,False
643348570,Bacteria,Finished,Rhodobacter sphaeroides KD131,Rhodobacter sphaeroides KD131,643348570,557760,59277,31111,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,sphaeroides,KD131,GenoTech corp.,zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00889,Free living,zzz,zzz,Chains,Rod-shaped,zzz,Photosynthetic,Inorganic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,Hydrogen production,Facultative,Facultative,zzz,"Bioenergy, Biohydrogen, Biotechnological, Comparative analysis, Energy production",Halophile,zzz,Mesophile,zzz,173,4,1,3255002,0.69,4174833,4711139,4635,4569,98.58,66,12,4,4,zzz,4,zzz,54,zzz,398,8.59,2380,51.35,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3337,72,1132,24.42,100,2.16,967,20.86,984,21.23,4312,93.03,753,16.25,3694,272,254,5.48,4315,93.1,830,17.91,3739,80.67,3371,72.73,1468,31.67,3560,76.81,1351,29.15,1855,735,1898,1135,3801,82.01,1210,26.11,747,16.12,1499,32.34,3070,66.24,2449,52.84,2120,45.74,901,19.44,3668,79.14,972,20.97,323,6.97,320,6.9,4564,98.47,407,rsk,True,False,False,True,True,True,True,True,False,False,False,False
649633002,Bacteria,Finished,Granulicella tundricola MP5ACTX9,Granulicella tundricola MP5ACTX9,649633002,696844,50551,47621,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Granulicella,sp.,MP5ACTX9,DOE Joint Genome Institute,zzz,2011-03-26,Yes,IMG/W 3.4,zzz,zzz,Gc01833,Free living,zzz,zzz,zzz,zzz,zzz,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,zzz,zzz,Aerobe,Aerobe,Acidophile,zzz,zzz,zzz,zzz,zzz,16987,6,zzz,3301098,0.6,4759459,5503984,4757,4705,98.91,52,3,1,1,zzz,1,zzz,46,3,265,5.57,zzz,zzz,163,3.43,zzz,zzz,zzz,zzz,zzz,zzz,2936,61.72,1324,27.83,445,9.35,1928,40.53,1108,23.29,4369,91.84,243,5.11,3477,71,zzz,zzz,4705,98.91,zzz,zzz,4705,98.91,3259,68.51,1340,28.17,3181,66.87,1150,24.17,1643,710,1683,908,3687,77.51,914,19.21,421,8.85,1009,21.21,3696,77.7,1748,36.75,2957,62.16,662,13.92,4043,84.99,591,12.42,205,4.31,223,4.69,4465,93.86,452,acm,False,False,False,False,False,False,True,False,False,False,False,False
649633103,Archaea,Finished,"Thermococcus barophilus MP, DSM 11836","Thermococcus barophilus MP, DSM 11836",649633103,391623,54733,19379,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,barophilus,MP,"J. Craig Venter Institute, Prokaria",zzz,2011-03-26,Yes,IMG/W 3.4,zzz,zzz,Gc01576,Free living,zzz,zzz,zzz,Coccus-shaped,None,Heterotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Anaerobe,Anaerobe,Barophile,"Environmental, Marine Microbial Initiative (MMI)",zzz,Nonsporulating,Hyperthermophile,zzz,11210,1,zzz,839345,0.42,1856824,2010078,2257,2207,97.78,50,4,2,1,zzz,1,zzz,46,zzz,96,4.25,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2,zzz,1178,52.19,907,40.19,122,5.41,492,21.8,546,24.19,2111,93.53,36,1.6,1819,15,zzz,zzz,2207,97.78,2,0.09,2205,97.7,1694,75.06,760,33.67,1696,75.14,548,24.28,1132,530,1103,513,1862,82.5,485,21.49,226,10.01,538,23.84,1669,73.95,1083,47.98,1124,49.8,337,14.93,1870,82.85,560,24.81,159,7.04,194,8.6,2252,99.78,70,tba,False,False,True,False,True,False,False,False,False,False,False,False
