"taxon_oid","Domain","Status","Proposal Name","Genome Name","Taxon Object ID","NCBI Taxon ID","RefSeq Project ID","GenBank Project ID","Phylum","Class","Order","Family","Genus","Species","Strain","Sequencing Center","Funding Agency","Add Date","Is Public","IMG Release","IMG Product Assignment","IMG Submission ID","GOLD ID","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Diseases","Energy Source","Energy Category","Ecosystem","Ecosystem Category","Ecosystem Type","Ecosystem Subtype","Isolation","Specific Ecosystem","Gram Staining","Host Name","Host Gender","Motility","Metabolism","Oxygen Requirement","Broad Oxygen Requirement","Phenotype","Relevance","Salinity","Sporulation","Temperature Range","IMG Sample Id","IMG Project Id","Scaffold Count","CRISPR Count","GC Count","GC %","Coding Base Count","Genome Size","Gene Count","CDS Count","CDS %","RNA Count","rRNA Count","5S rRNA Count","16S rRNA Count","18S rRNA Count","23S rRNA Count","28S rRNA Count","tRNA Count","Other RNA Count","Fused Count","Fused %","Fusion Component Count","Fusion component %","Pseudo Count","Pseudo %","Unchar Count","Unchar %","Obsolete Count","Obsolete %","Revised Count","Revised %","w/ Func Pred Count","w/ Func Pred %","w/o Func Pred Sim Count","w/o Func Pred Sim %","w/o Func Pred No Sim Count","w/o Func Pred No Sim %","Signal Peptide Count","Signal Peptide %","Transmembrane Count","Transmembrane %","Orthologs Count","Orthologs %`","Paralogs Count","Paralogs %","Ortholog Group Count","Paralog Group Count","SwissProt Count","SwissProt %","Not SwissProt Count","Not SwissProt %","SEED Count","SEED %","Not SEED Count","Not SEED %","COG Count","COG %","KOG Count","KOG %","Pfam Count","Pfam %","TIGRfam Count","TIGRfam %","COG Cluster Count","KOG Cluster Count","Pfam Cluster Count","TIGRfam Cluster Count","InterPro Count","InterPro %","Enzyme Count","Enzyme %","TC Count","TC %","KEGG Count","KEGG %","Not KEGG Count","Not KEGG %","KO Count","KO %","Not KO Count","Not KO %","MetaCyc Count","MetaCyc %","Not MetaCyc Count","Not MetaCyc %","IMG Term Count","IMG Term %","IMG Pathwawy Count","IMG Pathway %","IMG Parts List Count","IMG Parts List %","Chromosomal Cassette Gene Count","Chromosomal Cassette Gene %","Chromosomal Cassette Count","KEGG Organism ID","Has ATP 6PFK","Has Ppi 6PFK","Has ADP 6PFK","Has ATP 1PFK","Has Any 6PFK","Has EDD","Has EDA","Has ED Genes"
646564533,"Bacteria","Finished","Escherichia coli O55:H7 CB9615","Escherichia coli O55:H7 CB9615",646564533,701177,46655,42729,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","coli","O55:H7 str. CB9615","Nankai University|Tianjin Biochip","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gc01222","Free living","Gastrointestinal tract","zzz","Singles, Pairs","Rod-shaped","Gastroenteritis",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Facultative","Facultative","Pathogen","Comparative analysis, Biotechnological, Bioenergy","zzz","Nonsporulating","Mesophile","zzz",16330,2,2,2753606,0.51,4764257,5452353,5294,5121,96.73,173,22,8,7,"zzz",7,"zzz",100,51,451,8.52,2267,42.82,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",3766,71.14,1342,25.35,13,0.25,992,18.74,1150,21.72,5092,96.18,1199,22.65,4278,432,6,0.11,5115,96.62,3358,63.43,1763,33.3,3835,72.44,1458,27.54,4388,82.89,1849,34.93,2152,753,2425,1524,4615,87.17,1332,25.16,849,16.04,1470,27.77,3651,68.96,2935,55.44,2186,41.29,895,16.91,4226,79.83,767,14.49,208,3.93,229,4.33,5219,98.58,481,"eok","True","False","False","True","True","True","True","True"
648943113,"Eukaryota","Draft","zzz","Uncinocarpus reesii 1704",648943113,336963,39807,"zzz","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Uncinocarpus","reesii",1704,"Broad Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","zzz","zzz","zzz",16,"zzz",10769272,0.49,12772683,22315282,7856,7760,98.78,96,"zzz","zzz","zzz","zzz","zzz","zzz",96,"zzz",80,1.02,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1305,16.61,4182,53.23,2273,28.93,1038,13.21,1315,16.74,7316,93.13,170,2.16,6315,67,34,0.43,7726,98.35,"zzz","zzz",7760,98.78,4065,51.74,4365,55.56,5135,65.36,737,9.38,1488,2842,2790,577,5796,73.78,1283,16.33,553,7.04,1685,21.45,6075,77.33,2366,30.12,5394,68.66,731,9.3,7029,89.47,66,0.84,22,0.28,18,0.23,"zzz","zzz","zzz",,"False","False","False","False","False","False","False","False"
646564554,"Bacteria","Finished","Mycoplasma crocodyli MP145","Mycoplasma crocodyli MP145",646564554,512564,47087,29021,"Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","crocodyli","MP145","J. Craig Venter Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gc01236","Free living","zzz","zzz","Singles","Sphere-shaped","Arthritis",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Crocodylus niloticus","zzz","Nonmotile","zzz","Facultative","Facultative","Small, Pathogen","Medical, Animal Pathogen, Comparative analysis","zzz","Nonsporulating","Mesophile","zzz",13639,1,"zzz",251850,0.27,776674,934369,731,689,94.25,42,6,2,2,"zzz",2,"zzz",34,2,38,5.2,175,23.94,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",497,67.99,177,24.21,15,2.05,122,16.69,177,24.21,655,89.6,34,4.65,628,17,"zzz","zzz",689,94.25,"zzz","zzz",689,94.25,479,65.53,259,35.43,505,69.08,288,39.4,419,220,528,287,564,77.15,225,30.78,91,12.45,268,36.66,421,57.59,419,57.32,270,36.94,137,18.74,552,75.51,191,26.13,54,7.39,89,12.18,712,97.4,81,"mcd","True","False","False","False","True","False","True","False"
642555164,"Bacteria","Finished","Streptococcus pneumoniae G54 (MLST ST63)","Streptococcus pneumoniae G54 (MLST ST63)",642555164,512566,59167,29047,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pneumoniae","G54","J. Craig Venter Institute","zzz","2008-09-20","Yes","IMG/W 2.7","zzz","zzz","Gc00837","Free living","Airways","Nasopharynx","Pairs, Chains","Coccus-shaped","Pneumonia",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Facultative","Facultative","Pathogen","Medical, Human Pathogen","zzz","Nonsporulating","Mesophile","zzz",13650,1,"zzz",824044,0.4,1805953,2078953,2185,2115,96.8,70,12,4,4,"zzz",4,"zzz",58,"zzz",165,7.55,1033,47.28,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1476,67.55,639,29.24,"zzz","zzz",342,15.65,497,22.75,2100,96.11,286,13.09,1852,106,290,13.27,1825,83.52,988,45.22,1127,51.58,1586,72.59,686,31.4,1681,76.93,763,34.92,1113,472,1241,690,1777,81.33,628,28.74,332,15.19,695,31.81,1420,64.99,1175,53.78,940,43.02,403,18.44,1712,78.35,363,16.61,96,4.39,117,5.35,2130,97.48,197,"spx","True","False","False","True","True","False","True","False"
645058871,"Bacteria","Permanent Draft","Comamonas testosteroni KF-1","Comamonas testosteroni KF-1",645058871,399795,54455,17465,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","testosteroni","KF-1","DOE Joint Genome Institute","zzz","2009-10-13","Yes","IMG/W 3.0","zzz","zzz","Gi01330","Free living","zzz","zzz","zzz","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","Motile","Surfactant-degrading","Aerobe","Aerobe","zzz","Biotechnological","zzz","Nonsporulating","Mesophile","zzz",12144,1,"zzz",3723913,0.62,5275818,6026527,5606,5492,97.97,114,18,6,6,"zzz",6,"zzz",96,"zzz",531,9.47,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",4009,71.51,1412,25.19,71,1.27,1410,25.15,1265,22.57,5299,94.52,1314,23.44,4252,463,"zzz","zzz",5492,97.97,65,1.16,5427,96.81,4131,73.69,1737,30.98,4375,78.04,1548,27.61,1887,768,2045,1172,4703,83.89,1261,22.49,933,16.64,1502,26.79,3990,71.17,2540,45.31,2952,52.66,919,16.39,4573,81.57,763,13.61,180,3.21,313,5.58,"zzz","zzz","zzz",,"False","False","False","False","False","False","False","False"
642555131,"Bacteria","Finished","Helicobacter pylori Shi470","Helicobacter pylori Shi470",642555131,512562,59165,29045,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pylori","Shi470","Washington Univ","zzz","2008-09-20","Yes","IMG/W 2.7","zzz","zzz","Gc00796","Free living","Gastrointestinal tract","Stomach","Singles","Spiral-shaped","Gastric inflammation, Ulcer",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Aerobe","Aerobe","Pathogen","Human Pathogen, Medical","zzz","Nonsporulating","Mesophile","zzz",13660,1,"zzz",625962,0.39,1437951,1608547,1609,1567,97.39,42,6,2,2,"zzz",2,"zzz",36,"zzz",90,5.59,516,32.07,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",957,59.48,580,36.05,30,1.86,298,18.52,340,21.13,1509,93.78,110,6.84,1410,50,261,16.22,1306,81.17,1314,81.67,253,15.72,1061,65.94,476,29.58,1129,70.17,602,37.41,900,376,1001,609,1211,75.26,521,32.38,236,14.67,607,37.73,960,59.66,972,60.41,595,36.98,364,22.62,1203,74.77,392,24.36,175,10.88,128,7.96,1599,99.38,95,"hps","False","False","False","False","False","True","True","True"
648276623,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Bifidobacterium dentium ATCC 27679",648276623,871562,52349,51373,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","dentium","ATCC 27679","BCM-HGSC","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gi03612","Free living","Urogenital tract","Vaginal","zzz","Rod-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","Female","Nonmotile","zzz","Anaerobe","Anaerobe","zzz","Human Microbiome Project (HMP), Medical","zzz","Nonsporulating","Mesophile","zzz",14140,24,2,1539500,0.58,2374806,2633776,2401,2336,97.29,65,4,2,1,"zzz",1,"zzz",58,3,146,6.08,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",4,"zzz",1492,62.14,811,33.78,33,1.37,612,25.49,658,27.41,2236,93.13,228,9.5,1972,91,"zzz","zzz",2336,97.29,15,0.62,2321,96.67,1586,66.06,765,31.86,1685,70.18,650,27.07,987,489,1139,597,1798,74.89,532,22.16,373,15.54,611,25.45,1725,71.85,1029,42.86,1307,54.44,373,15.54,1963,81.76,431,17.95,137,5.71,122,5.08,2366,98.54,159,,"False","False","False","False","False","False","False","False"
645951854,"Bacteria","Draft","Mycobacterium tuberculosis K85","Mycobacterium tuberculosis K85",645951854,611304,55879,34555,"Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","tuberculosis","K85","Broad Institute","zzz","2010-02-26","Yes","IMG/W 3.1","zzz","zzz","Gi02522","Free living","zzz","zzz","Singles","Rod-shaped","Tuberculosis","Chemoorganotroph","Organic","zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Aerobe","Aerobe","Pathogen","Human Pathogen, Medical","zzz","Nonsporulating","Mesophile","zzz",11540,154,1,2879449,0.65,3849675,4399672,4249,4196,98.75,53,8,2,3,"zzz",3,"zzz",45,"zzz",439,10.33,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",2387,56.18,1785,42.01,24,0.56,972,22.88,818,19.25,3989,93.88,831,19.56,3247,281,"zzz","zzz",4196,98.75,3072,72.3,1124,26.45,2782,65.47,1454,34.22,3173,74.68,1114,26.22,1412,684,1583,904,3624,85.29,934,21.98,333,7.84,1056,24.85,3140,73.9,1898,44.67,2298,54.08,720,16.95,3476,81.81,588,13.84,242,5.7,177,4.17,4109,96.71,356,,"False","False","False","False","False","False","False","False"
650377958,"Bacteria","Finished","Human Microbiome Project (HMP) Reference Genomes","Megamonas hypermegale ART12/1",650377958,158847,"zzz",39163,"Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","hypermegale","zzz","Sanger Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gc01453","Free living","Gastrointestinal tract","zzz","zzz","zzz","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","zzz","zzz",,,"zzz","Human Microbiome Project (HMP), Medical","zzz","zzz","Mesophile","zzz",14565,1,"zzz",674168,0.32,1382043,2209938,2173,2118,97.47,55,2,1,"zzz","zzz",1,"zzz",50,3,68,3.13,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1537,70.73,411,18.91,170,7.82,437,20.11,444,20.43,2034,93.6,38,1.75,1626,15,"zzz","zzz",2118,97.47,"zzz","zzz",2118,97.47,1673,76.99,637,29.31,1566,72.07,648,29.82,1073,408,1100,629,1681,77.36,641,29.5,313,14.4,715,32.9,1403,64.57,1121,51.59,997,45.88,460,21.17,1658,76.3,126,5.8,37,1.7,26,1.2,1968,90.57,471,,"False","False","False","False","False","False","False","False"
637000069,"Bacteria","Finished","Chlamydophila pneumoniae CWL029","Chlamydophila pneumoniae CWL029",637000069,115713,57811,248,"Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiaceae","Chlamydophila","pneumoniae","CWL029","Stanford Univ, Univ of California, Berkeley","Incyte","2006-10-02","Yes","IMG/W 2.0","zzz","zzz","Gc00021","Symbiotic","zzz","zzz","zzz","Rod-shaped","Bronchitis, Respiratory infection, Heart disease, Pharyngitis, Pneumonia",,,"zzz","zzz","zzz","zzz","Symbiotic","zzz","Gram-","Homo sapiens","zzz","Nonmotile","zzz",,,"Obligate intracellular, Pathogen","Human Pathogen, Medical","zzz","zzz","Mesophile","zzz",10665,1,"zzz",499199,0.41,1093816,1230230,1096,1052,95.99,44,3,1,1,"zzz",1,"zzz",38,3,67,6.11,320,29.2,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",627,57.21,425,38.78,"zzz","zzz",174,15.88,292,26.64,1028,93.8,56,5.11,928,25,416,37.96,636,58.03,1052,95.99,"zzz","zzz",669,61.04,352,32.12,758,69.16,442,40.33,598,307,742,431,829,75.64,303,27.65,142,12.96,381,34.76,671,61.22,566,51.64,486,44.34,211,19.25,841,76.73,297,27.1,117,10.68,122,11.13,1083,98.81,92,"cpn","False","True","False","False","True","False","False","False"
637000068,"Bacteria","Finished","Chlamydophila pneumoniae AR39","Chlamydophila pneumoniae AR39",637000068,115711,57809,247,"Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiaceae","Chlamydophila","pneumoniae","AR39","J. Craig Venter Institute, Univ of Manitoba","NIAID","2006-10-02","Yes","IMG/W 2.0","zzz","zzz","Gc00027","Symbiotic","Airways","zzz","zzz","Rod-shaped","Bronchitis, Respiratory infection, Heart disease, Asthma, Multiple sclerosis, Pharyngitis, Pneumonia",,,"zzz","zzz","zzz","zzz","Symbiotic","zzz","Gram-","Homo sapiens","zzz","Nonmotile","zzz",,,"Pathogen","Medical, Human Pathogen","zzz","zzz","Mesophile","zzz",10659,1,"zzz",498983,0.41,1098114,1229784,1156,1112,96.19,44,3,1,1,"zzz",1,"zzz",38,3,69,5.97,308,26.64,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",578,50,498,43.08,36,3.11,179,15.48,295,25.52,1052,91,56,4.84,956,23,420,36.33,692,59.86,997,86.25,115,9.95,665,57.53,348,30.1,754,65.22,442,38.24,597,306,742,430,822,71.11,302,26.12,141,12.2,381,32.96,731,63.24,564,48.79,548,47.4,210,18.17,902,78.03,297,25.69,116,10.03,122,10.55,1147,99.22,82,"cpa","False","True","False","False","True","False","False","False"
645951864,"Bacteria","Draft","Mycobacterium tuberculosis T46","Mycobacterium tuberculosis T46",645951864,611302,55875,34551,"Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","tuberculosis","T46","Broad Institute","zzz","2010-02-26","Yes","IMG/W 3.1","zzz","zzz","Gi02512","Free living","zzz","zzz","Singles","Rod-shaped","Tuberculosis","Chemoorganotroph","Organic","zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Aerobe","Aerobe","Pathogen","Medical, Human Pathogen","zzz","Nonsporulating","Mesophile","zzz",11529,167,4,2844279,0.65,3701026,4347699,4183,4134,98.83,49,4,1,2,"zzz",1,"zzz",45,"zzz",444,10.61,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",2379,56.87,1743,41.67,12,0.29,934,22.33,797,19.05,3962,94.72,743,17.76,3217,248,"zzz","zzz",4134,98.83,2865,68.49,1269,30.34,2742,65.55,1392,33.28,3137,74.99,1083,25.89,1400,671,1558,884,3567,85.27,884,21.13,326,7.79,1002,23.95,3132,74.87,1828,43.7,2306,55.13,676,16.16,3458,82.67,570,13.63,228,5.45,178,4.26,4081,97.56,465,,"False","False","False","False","False","False","False","False"
648276673,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Eubacterium yurii margaretiae ATCC 43715",648276673,864565,52347,50511,"Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","yurii","subsp. margaretiae ATCC 43715","BCM-HGSC","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gi04122","Free living","Oral","zzz","zzz","Rod-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","zzz","zzz","Anaerobe","Anaerobe","zzz","Medical, Human Microbiome Project (HMP), Human Pathogen","zzz","zzz","Mesophile","zzz",14623,85,1,799189,0.32,2060350,2470055,2184,2134,97.71,50,4,2,1,"zzz",1,"zzz",42,4,166,7.6,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1514,69.32,567,25.96,53,2.43,560,25.64,582,26.65,2061,94.37,230,10.53,1844,91,"zzz","zzz",2134,97.71,"zzz","zzz",2134,97.71,1548,70.88,696,31.87,1638,75,752,34.43,1151,450,1254,722,1763,80.72,443,20.28,279,12.77,559,25.6,1575,72.12,893,40.89,1241,56.82,316,14.47,1818,83.24,204,9.34,72,3.3,72,3.3,1991,91.16,363,,"False","False","False","False","False","False","False","False"
646206277,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Lactobacillus crispatus MV-1A-US",646206277,575596,55979,37951,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","crispatus","MV-1A-US","Broad Institute","zzz","2010-02-26","Yes","IMG/W 3.1","zzz","zzz","Gi03839","Free living","Urogenital tract","Vaginal","Chains","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","Female","Nonmotile","zzz","Facultative","Facultative","zzz","Medical, Human Microbiome Project (HMP)","zzz","Nonsporulating","Mesophile","zzz",14348,45,1,798608,0.37,1892530,2311882,2216,2151,97.07,65,3,1,1,"zzz",1,"zzz",62,"zzz",158,7.13,"zzz","zzz",2,0.09,"zzz","zzz","zzz","zzz","zzz","zzz",1374,62,777,35.06,"zzz","zzz",404,18.23,555,25.05,2126,95.94,398,17.96,1783,166,"zzz","zzz",2151,97.07,20,0.9,2131,96.16,1483,66.92,651,29.38,1639,73.96,695,31.36,977,407,1141,606,1760,79.42,490,22.11,302,13.63,565,25.5,1586,71.57,1001,45.17,1150,51.9,302,13.63,1849,83.44,280,12.64,75,3.38,87,3.93,2121,95.71,265,,"False","False","False","False","False","False","False","False"
648276723,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Selenomonas sp. 67H29BP",648276723,864563,51737,50535,"Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas","sp.","oral taxon 149 str. 67H29BP","BCM-HGSC","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gi05035","Free living","Oral","zzz","zzz","Crescent-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Motile","zzz","Anaerobe","Anaerobe","zzz","Human Microbiome Project (HMP), Medical","zzz","zzz","Mesophile","zzz",15584,56,1,1379990,0.57,2235624,2429414,2475,2407,97.25,65,6,2,1,"zzz",3,"zzz",56,3,165,6.67,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1749,70.67,564,22.79,94,3.8,645,26.06,537,21.7,2333,94.26,269,10.87,2084,115,"zzz","zzz",2407,97.25,"zzz","zzz",2407,97.25,1761,71.15,744,30.06,1840,74.34,926,37.41,1293,500,1396,875,1963,79.31,569,22.99,324,13.09,685,27.68,1722,69.58,1048,42.34,1359,54.91,429,17.33,1978,79.92,175,7.07,64,2.59,40,1.62,2450,98.99,145,,"False","False","False","False","False","False","False","False"
646564518,"Bacteria","Finished","Jan Fang Cheng Process Optimization","Candidatus Sulcia muelleri DMIN",646564518,641892,47075,37785,"Bacteroidetes","Flavobacteria","Flavobacteriales","unclassified","Candidatus Sulcia","Sulcia","muelleri DMIN","DOE Joint Genome Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gc01253","Symbiotic","Gastrointestinal tract","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","Symbiotic","zzz","zzz","Draeculacephala minerva","zzz","zzz","zzz",,,"zzz","Comparative analysis","zzz","zzz","zzz","zzz",335,1,"zzz",54868,0.22,236351,243933,260,226,86.92,34,3,1,1,"zzz",1,"zzz",31,"zzz",17,6.54,57,21.92,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",210,80.77,13,5,3,1.15,6,2.31,35,13.46,220,84.62,2,0.77,218,1,1,0.38,225,86.54,37,14.23,189,72.69,198,76.15,145,55.77,211,81.15,169,65,192,137,289,173,217,83.46,115,44.23,19,7.31,156,60,70,26.92,198,76.15,28,10.77,87,33.46,139,53.46,58,22.31,5,1.92,44,16.92,260,100,4,"smh","False","False","False","False","False","False","False","False"
647533246,"Bacteria","Draft","Rickettsiales sp. HIMB114","Rickettsiales sp. HIMB114",647533246,684719,41503,41237,"Proteobacteria","Alphaproteobacteria","Rickettsiales","unclassified","unclassified","proteobacterium","HIMB114","J. Craig Venter Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gi03582","Free living","zzz","zzz","zzz","zzz","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","zzz","zzz",,,"zzz","Environmental, Marine Microbial Initiative (MMI)","zzz","zzz","Mesophile","zzz",14112,21,"zzz",381811,0.3,1242394,1294706,1460,1425,97.6,35,3,1,1,"zzz",1,"zzz",32,"zzz",82,5.62,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1183,81.03,187,12.81,55,3.77,215,14.73,369,25.27,1380,94.52,111,7.6,1302,51,"zzz","zzz",1425,97.6,"zzz","zzz",1425,97.6,1133,77.6,636,43.56,1178,80.68,620,42.47,926,504,1052,614,1261,86.37,532,36.44,197,13.49,596,40.82,829,56.78,877,60.07,548,37.53,426,29.18,999,68.42,336,23.01,127,8.7,117,8.01,1458,99.86,35,,"False","False","False","False","False","False","False","False"
637000030,"Bacteria","Finished","Bdellovibrio bacteriovorus HD100","Bdellovibrio bacteriovorus HD100",637000030,264462,61595,9637,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","bacteriovorus","HD100","Max Planck Institute, Max-Planck Institute","Wellcome Trust, BBSRC","2006-10-02","Yes","IMG/W 2.0","zzz","zzz","Gc00168","Free living","zzz","zzz","zzz","Curved-shaped","Cell lysis",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","Motile","zzz","Aerobe","Aerobe","Bacteriolytic, Ectoparasite, Predatory","Bacterial Pathogen, Medical, Biotechnological","zzz","Nonsporulating","Mesophile","zzz",10518,1,"zzz",1915894,0.51,3524879,3782950,3636,3587,98.65,49,6,2,2,"zzz",2,"zzz",36,7,237,6.52,1266,34.82,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1494,41.09,1982,54.51,111,3.05,1314,36.14,849,23.35,3347,92.05,301,8.28,2898,129,276,7.59,3311,91.06,3585,98.6,2,0.06,2132,58.64,1078,29.65,2294,63.09,861,23.68,1330,647,1438,763,2655,73.02,781,21.48,356,9.79,881,24.23,2706,74.42,1563,42.99,2024,55.67,531,14.6,3056,84.05,722,19.86,263,7.23,267,7.34,3631,99.86,114,"bba","True","False","False","False","True","False","False","False"
648028053,"Bacteria","Finished","Spirochaeta thermophila DSM 6192","Spirochaeta thermophila DSM 6192",648028053,665571,53037,39877,"Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta","thermophila","DSM 6192","Goettingen Genomics Laboratory","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01376","Free living","zzz","zzz","zzz","Spiral-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","Motile","Utilize carbohydrates","Anaerobe","Anaerobe","zzz","Biotechnological","zzz","zzz","Hyperthermophile","zzz",13520,1,1,1530010,0.62,2326152,2472645,2255,2203,97.69,52,6,2,2,"zzz",2,"zzz",46,"zzz",172,7.63,934,41.42,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1184,52.51,953,42.26,66,2.93,704,31.22,567,25.14,2091,92.73,152,6.74,1877,57,"zzz","zzz",2203,97.69,"zzz","zzz",2203,97.69,1695,75.17,814,36.1,1770,78.49,732,32.46,1154,530,1273,698,1928,85.5,459,20.35,295,13.08,547,24.26,1656,73.44,874,38.76,1329,58.94,331,14.68,1872,83.02,393,17.43,135,5.99,128,5.68,2252,99.87,74,"sta","True","False","False","False","True","False","True","False"
641522604,"Bacteria","Finished","Actinobacillus pleuropneumoniae sv 3 JL03","Actinobacillus pleuropneumoniae sv 3 JL03",641522604,434271,58891,19135,"Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","pleuropneumoniae","serovar 3 str. JL03","Huazhong Agricultural Univ","zzz","2008-05-30","Yes","IMG/W 2.6","zzz","zzz","Gc00708","Symbiotic","Airways","Respiratory tract","Pairs, Singles","Rod-shaped","Necrotizing pleuropneumonia",,,"zzz","zzz","zzz","zzz","Symbiotic","zzz","Gram-","Pig","zzz","Nonmotile","zzz","Facultative","Facultative","Parasite, Virulent, Pathogen","Swine Pathogen, Medical, Animal Pathogen","zzz","zzz","Mesophile","zzz",10763,1,1,924464,0.41,1953009,2242062,2118,2036,96.13,82,19,7,6,"zzz",6,"zzz",63,"zzz",155,7.32,930,43.91,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1646,77.71,381,17.99,9,0.42,389,18.37,487,22.99,2021,95.42,175,8.26,1887,69,377,17.8,1659,78.33,1741,82.2,295,13.93,1791,84.56,744,35.13,1818,85.84,1005,47.45,1442,541,1453,1003,1916,90.46,756,35.69,365,17.23,816,38.53,1220,57.6,1515,71.53,521,24.6,525,24.79,1511,71.34,664,31.35,246,11.61,207,9.77,2108,99.53,136,"apj","True","False","False","True","True","False","True","False"
