AT3G59970-MONOMER	AT3G59970		MTHFR subunit	
AT3G61440-MONOMER	AT3G61440			
AT3G61530-MONOMER	AT3G61530		ketopantoate hydroxymethyltransferase	KPHMT, ketopantoate hydroxymethyltransferase
AT3G61580-MONOMER	AT3G61580			
AT3G62410-MONOMER	AT3G62410	Q9LZP9	CP12 subunit	
AT3G62830-MONOMER	AT3G62830	Q39077	subunit of UDP-glucuronate decarboxylase	
AT3G63110-MONOMER	AT3G63110	Q93WC9	adenylate isopentenyltransferase	IPT3
AT3G63250-MONOMER	AT3G63250		homocysteine S-methyltransferase	
AT3G63520-MONOMER	AT3G63520	Q8GRI2	9-<i>cis</i>-epoxy-carotenoid dioxygenase	CCD1, carotenoid cleavage dioxygenase 1
AT4G00400-MONOMER	AT4G00400			
AT4G00550-MONOMER	AT4G00550		UDP-galactose:MGDG galactosyltransferase	DGDG synthase
AT4G01070-MONOMER	AT4G01070		flavonol 3-<i>O</i>-glucosyltransferase	AT4g01070
AT4G01690-MONOMER	AT4G01690	P55826	protoporphyrinogen oxidase	PPOX
AT4G02280-MONOMER	AT4G02280		sucrose synthase	
AT4G02580-MONOMER	AT4G02580	O22769	NADH-ubiquinone oxidoreductase 24 kDa subunit	
AT4G02780-MONOMER	AT4G02780	Q38802	<i>ent</i>-copalyl diphosphate synthase	At4g02780, CPS, GA1, copalyl diphosphate synthase, <i>ent</i>-kaurene synthase A
AT4G03050-MONOMER	AT4G03050			
AT4G03060-MONOMER	AT4G03060			
AT4G04610-MONOMER	AT4G04610		APR1	
AT4G04870-MONOMER	AT4G04870			
AT4G04930-MONOMER	AT4G04930	Q9ZPH4		
AT4G04955-MONOMER	AT4G04955			
AT4G08900-MONOMER	AT4G08900	P46637		AT4G08900
AT4G10100-MONOMER	AT4G10100		MPT synthase small subunit	
AT4G11030-MONOMER	AT4G11030			
AT4G11820-MONOMER	AT4G11820	P54873		
AT4G11850-MONOMER	AT4G11850		PLD &gamma;	
AT4G13250-MONOMER	AT4G13250		chlorophyll b reductase	
AT4G13280-MONOMER	AT4G13280	Q9T0J9	(Z)-&gamma;-bisabolene synthase	
AT4G13300-MONOMER	AT4G13300	Q9T0K1	(Z)-&gamma;-bisabolene synthase	
AT4G13430-MONOMER	AT4G13430	Q94AR8	isopropylmalate isomerase, large subunit	isopropylmalate dehydratase, large subunit
AT4G13510-MONOMER	AT4G13510	P54144		Ammonium transporter 1 member 1, AtAMT1;1
AT4G13770-MONOMER	AT4G13770		CYP83A1	
AT4G14210-MONOMER	AT4G14210	Q3EA34	phytoene desaturase subunit	AT4G14210
AT4G14680-MONOMER	AT4G14680		APS3	
AT4G14880-MONOMER	AT4G14880		O-acetylserine (thiol) lyase	OasA1
AT4G14940-MONOMER	AT4G14940	O48552	copper-containing amine oxidase	diamine oxidase, polyamine oxidase
AT4G15340-MONOMER	AT4G15340			
AT4G15370-MONOMER	AT4G15370			
AT4G15560-MONOMER	AT4G15560	Q38854		
AT4G16130-MONOMER	AT4G16130	O23461		
AT4G16450-MONOMER	AT4G16450	O23489	NADH-ubiquinone oxidoreductase 20.9 kDa subunit	
AT4G16566-MONOMER	AT4G16566	Q8L9E2	adenylylsulfate sulfohydrolase / adenylylsulfate:phosophate adenylyltransferase	
AT4G16700-MONOMER	AT4G16700		phosphatidylserine decarboxylase	
AT4G16740-MONOMER	AT4G16740	A4FVP2		
AT4G16760-MONOMER	AT4G16760			
AT4G17050-MONOMER	AT4G17050	Q680J5		
AT4G17090-MONOMER	AT4G17090			
AT4G17190-MONOMER	AT4G17190	Q43315		farnesyl diphosphate synthase
AT4G18350-MONOMER	AT4G18350			
AT4G19230-MONOMER	AT4G19230	Q949P1		ABA 8'-hydroxylase
AT4G19680-MONOMER	AT4G19680	O81850		Fe(II) transport protein, Fe(2+) transport protein 2
AT4G19690-MONOMER	AT4G19690	Q38856		Fe(II) transport protein, Fe(2+) transport protein 1
AT4G20070-MONOMER	AT4G20070	O49434	allantoate amidohydrolase monomer	
AT4G20150-MONOMER	AT4G20150	Q94AL6	NADH-ubiquinone oxidoreductase subunit	
AT4G20960-MONOMER	AT4G20960	Q8GWP5	diaminohydroxyphosphoribosylaminopyrimidine deaminase	
AT4G21200-MONOMER	AT4G21200		gibberellin 2-oxidase	AtGA2OX8
AT4G21470-MONOMER	AT4G21470	Q84MD8	bifunctional riboflavin kinase / FMN adenylyltransferase	
AT4G21540-MONOMER	AT4G21540	O65419		
AT4G21990-MONOMER	AT4G21990		APR3	
AT4G22880-MONOMER	AT4G22880		anthocyanidin synthase	AT4g22880, leucoanthocyanidin dioxygenase
AT4G23100-MONOMER	AT4G23100	P46309		
AT4G23660-MONOMER	AT4G23660	Q93YP7		
AT4G23850-MONOMER	AT4G23850			
AT4G24620-MONOMER	AT4G24620	Q9SB57	plastidic phosphoglucose isomerase	
AT4G24650-MONOMER	AT4G24650	Q9SB60	adenylate isopentenyltransferase	
AT4G25080-MONOMER	AT4G25080	Q9SW18		MgP<sub>IX</sub>MT, S-adenosyl-L-methionine:Mg-protoporphyrin IX methyltransferase
AT4G25100-MONOMER	AT4G25100		superoxide dismutase (Fe)	
AT4G25420-MONOMER	AT4G25420	Q39110	gibberellin 20-oxidase	GA20OX1, gibberellin 20-oxidase
AT4G25700-MONOMER	AT4G25700	Q9SZZ8	&beta;-ring hydroxylase subunit	AT4G25700, &beta;-ring carotenoid hydroxylase subunit
AT4G25970-MONOMER	AT4G25970		phosphatidylserine decarboxylase	
AT4G26260-MONOMER	AT4G26260	Q6XGZ9		
AT4G26420-MONOMER	AT4G26420		gibberellin carboxyl methyltransferase	gibberellin carboxymethyltransferase
AT4G26850-MONOMER	AT4G26850		GDP-L-galactose phosphorylase	galactose-1-phosphate guanylyltransferase (GDP)
AT4G26900-MONOMER	AT4G26900			
AT4G27260-MONOMER	AT4G27260		indole-3-acetyl amido synthetase	indole-3-acetate amido synthetase, IAA-amido synthetase
AT4G27440-MONOMER	AT4G27440		protochlorophyllide oxidoreductase	PORB
AT4G29010-MONOMER	AT4G29010			
AT4G29130-MONOMER	AT4G29130	Q42525		
AT4G29460-MONOMER	AT4G29460			PLA2
AT4G29740-MONOMER	AT4G29740	Q9FUJ2	cytokinin oxidase	cytokinin dehydrogenase, CKX4
AT4G30530-MONOMER	AT4G30530	Q9M0A7		
AT4G30580-MONOMER	AT4G30580			
AT4G30950-MONOMER	AT4G30950			
AT4G31500-MONOMER	AT4G31500		CYP83B1	
AT4G31780-MONOMER	AT4G31780		UDP-galactose:DAG galactosyltransferase	MGDG synthase
AT4G32180-MONOMER	AT4G32180	Q8L5Y9		
AT4G32210-MONOMER	AT5G09600	O49369	complex II subunit 3	succinate dehydrogenase, Succinate dehydrogenase subunit 3, complex II subunit 3
AT4G32540-MONOMER	AT4G32540		Yucca	
AT4G33670-MONOMER	AT4G33670		L-galactose dehydrogenase	
AT4G33680-MONOMER	AT4G33680			
AT4G33790-MONOMER	AT4G33790		alcohol-forming fatty acyl-CoA reductase	
AT4G34135-MONOMER	AT4G34135		flavonol 3-<i>O</i>-glucosyltransferase	
AT4G34138-MONOMER	AT4G34138	Q56ZD5	flavonol 7-<i>O</i>-glucosyltransferase / abscisic acid glucosyltransferase	
AT4G34230-MONOMER	AT4G34230		cinnamyl alcohol dehydrogenase	
AT4G34350-MONOMER-9581	AT4G34350	Q94B35	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase	HMBPP reductase, 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AT4G34520-MONOMER	AT4G34520		3-ketoacyl-CoA synthase	FAE1, condensing enzyme, KCS
AT4G34640-MONOMER	AT4G34640	P53799	squalene synthase	SQS1
AT4G34650-MONOMER	AT4G34650	O23118	squalene synthase	SQS2
AT4G34890-MONOMER	AT4G34890	Q8GUQ8	xanthine dehydrogenase monomer	
AT4G35090-MONOMER	AT4G35090	P25819	CAT2 subunit	
AT4G35630-MONOMER	AT4G35630			
AT4G35790-MONOMER	AT4G35790		PLD &delta;	
AT4G35830-MONOMER	AT4G35830		aconitase	aconitate hydratase
AT4G36220-MONOMER	AT4G36220		ferulate 5-hydroxylase	Fah1, F5H, ferulic acid 5-hydroxylase
AT4G36380-MONOMER	AT4G36380	Q9M066		CYP90C1
AT4G36480-MONOMER	AT4G36480		serine palmitoyltransferase subunit LCB1	
AT4G36810-MONOMER	AT4G36810	P34802		AtGGPS1
AT4G37000-MONOMER	AT4G37000			
AT4G37070-MONOMER	AT4G37070		AtPLA IVA	
AT4G37390-MONOMER	AT4G37390		indole-3-acetyl amido synthetase	indole-3-acetate amido synthetase, IAA amido synthetase
AT4G37830-MONOMER	AT4G37830	Q9SZT8	complex IV subunit 6a	complex IV subunit 6a
AT4G37930-MONOMER	AT4G37930		serine hydroxymethyltransferase	SHMT, serine transhydroxymethylase
AT4G39120-MONOMER	AT4G39120			
AT4G39940-MONOMER	AT4G39940			
AT4G39950-MONOMER	AT4G39950		CYP79B2	
AT5G03290-MONOMER	AT5G03290		NAD+-dependent isocitrate dehydrogenase catalytic subunit	
AT5G03300-MONOMER	AT5G03300			
AT5G03860-MONOMER	AT5G03860		malate synthase	
AT5G04040-MONOMER	AT5G04040			
AT5G04140-MONOMER	AT5G04140		glutamate synthase (ferredoxin-dependent)	
AT5G04490-MONOMER	AT5G04490	Q9LZ76		phosphatidate cytidylyltransferase
AT5G04580-MONOMER	AT1G04580			
AT5G04590-MONOMER	AT5G04590		SIR	
AT5G04620-MONOMER	AT5G04620			
AT5G04900-MONOMER	AT5G04900		chlorphyll b reductase	
AT5G05260-MONOMER	AT5G05260		L-phenylalanine <i>N</i>-monooxygenase	
AT5G05580-MONOMER	AT5G05580	P48622		
AT5G05690-MONOMER	AT5G05690	Q42569	23&alpha; hydroxylase	CPD, cytochrome P450-90A1, CYP90A1, 6-deoxo-cathasterone 23&alpha;-hydroxylase, cathasterone 23&alpha;-hydroxylase
AT5G05860-MONOMER	AT5G05860	Q9FIA0	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	UDP glycosyltransferase 76C2
AT5G05870-MONOMER	AT5G05870	Q9FI99	cytokinin UDP glycosyltransferase	UDP glycosyltransferase 76C1
AT5G05980-MONOMER	AT5G05980		folylpolyglutamate synthetase	
AT5G06580-MONOMER	AT5G06580		glycolate oxidase	AT5G06580
AT5G07010-MONOMER	AT5G07010		hydroxyjasmonate sulfotransferase	OHJA sulfotransferase, hydroxyjasmonic acid sulfotransferase
AT5G07200-MONOMER	AT5G07200	Q39112	gibberellin 20-oxidase	AtGA20OX3, gibberellin 20-oxidase
AT5G07370-MONOMER	AT5G07370	Q9LF72	inositol polyphosphate multiple-kinase 2&alpha;	inositol polyphosphate 6-/3-/5-kinase 2&alpha;
AT5G07440-MONOMER	AT5G07440		glutamate dehydrogenase &beta; subunit	
AT5G07990-MONOMER	AT5G07990		flavonoid 3'-hydroxylase	AT5g07990, TT7
AT5G08280-MONOMER	AT5G08280	Q43316	porphobilinogen deaminase	hydroxymethylbilane synthase, PBG deaminase
AT5G08335-MONOMER	AT5G08335	Q93W54		
AT5G08530-MONOMER	AT5G08530	Q9FNN5	NADH-ubiquinone oxidoreductase 51 kDa subunit	
AT5G08640-MONOMER	AT5G08640		flavonol synthase	FLS
AT5G09640-MONOMER	AT5G09640			
AT5G09660-MONOMER	AT5G09660		malate dehydrogenase	
AT5G10480-MONOMER	AT5G10480		enoyl-CoA hydratase	
AT5G10870-MONOMER	AT5G10870			
AT5G11770-MONOMER	AT5G11770	Q42577	NADH-ubiquinone oxidoreductase 20 kDa subunit	Complex I-20KD, CI-20KD
AT5G11880-MONOMER	AT5G11880			
AT5G12200-MONOMER	AT5G12200		dihydropyrimidinase	
AT5G13050-MONOMER	AT5G13050			
AT5G13320-MONOMER	AT5G13320		benzoyl-amino acid synthetase	
AT5G13440-MONOMER	AT5G13440		Rieske iron-sulfur subunit	Rieske iron-sulfur subunit
AT5G13630-MONOMER	AT5G13630	Q8RY14	magnesium chelatase subunit H	
AT5G13640-MONOMER	AT5G13640			
AT5G13700-MONOMER	AT5G13700	Q9FNA2	spermine oxidase	
AT5G13710-MONOMER	AT5G13710	Q9LM02	sterol methyltransferase	SMT1
AT5G13930-MONOMER	AT5G13930	P13114	naringenin chalcone synthase	TT4
AT5G14200-MONOMER	AT5G14200	Q9FMT1	isopropylmalate dehydrogenase	
AT5G14760-MONOMER	AT5G14760			
AT5G15860-MONOMER	AT5G15860	Q94AS5		
AT5G16390-MONOMER	AT5G16390		biotin carboxyl carrier protein	
AT5G16440-MONOMER	AT5G16440	Q38929		IPP isomerase
AT5G16570-MONOMER	AT5G16570		glutamine synthetase	
AT5G16760-MONOMER	AT5G16760	Q9SBA5	myo-inositol-1,3,4-trisphosphate 5/6-kinase	
AT5G16970-MONOMER	AT5G16970	Q39172	2-alkenal reductase	P1-zeta-crystallin, P1-ZCr
AT5G17050-MONOMER	AT5G17050		anthocyanidin 3-O-glucosyltransferase	
AT5G17230-MONOMER	AT5G17230	P37271	phytoene synthase	AT5G17230
AT5G17330-MONOMER	AT5G17330			
AT5G17920-MONOMER	AT5G17920		methionine synthase	
AT5G18100-MONOMER	AT5G18100		superoxide dismutase (Cu-Zn)	
AT5G18170-MONOMER	AT5G18170		glutamate dehydrogenase &alpha; subunit	
AT5G19040-MONOMER	AT5G19040	Q94IC9	adenylate isopentenyltransferase	IPT5
AT5G20410-MONOMER	AT5G20410		UDP-galactose:DAG galactosyltransferase	MGDG synthase
AT5G20830-MONOMER	AT5G20830	P49040	sucrose synthase	
AT5G20960-MONOMER	AT5G20960		AO1	
AT5G20990-MONOMER	AT5G20990			
AT5G22300-MONOMER	AT5G22300		&beta;-cyano-L-alanine hydrolase	
AT5G23010-MONOMER	AT5G23010		methylthioalkylmalate synthase	
AT5G23020-MONOMER	AT5G23020		methylthioalkylmalate synthase	
AT5G23300-MONOMER	AT5G23300	P32746	dihydroorotate dehydrogenase	
AT5G23310-MONOMER	AT5G23310		superoxide dismutase (Fe)	
AT5G23320-MONOMER	AT5G23320			
AT5G23670-MONOMER	AT5G23670		serine palmitoyltransferase subunit LCB2	
AT5G23960-MONOMER	AT5G23960	Q84YI3		
AT5G24400-MONOMER	AT5G24400		6-phosphogluconolactonase	
AT5G25900-MONOMER	AT5G25900		<i>ent</i>-kaurene oxidase	AT5G25900, CYTOCHROME P450, GA3, CYP701A3
AT5G25980-MONOMER	AT5G25980			
AT5G26000-MONOMER	AT5G26000			
AT5G26310-MONOMER	AT5G26310			
AT5G26667-MONOMER	AT5G26667	O04905	UMP/CMP kinase	
AT5G27380-MONOMER	AT5G27380		GSH2 subunit	
AT5G27450-MONOMER	AT5G27450			ATP:mevalonate phosphotransferase
AT5G27600-MONOMER	AT5G27600		acyl-CoA synthetase	
AT5G28840-MONOMER	AT5G28840	Q93VR3	GDP-D-mannose-3,5-epimerase	
AT5G33290-MONOMER	AT5G33290	Q94AA9	xylogalacturonan xylosyltransferase	
AT5G34930-MONOMER	AT5G34930			
AT5G35360-MONOMER	AT5G35360		biotin carboxylase	
AT5G35630-MONOMER	AT5G35630		glutamine synthetase, type II	
AT5G36700-MONOMER	AT5G36700		phosphoglycolate phosphatase	
AT5G36790-MONOMER	AT5G36790		phosphoglycolate phosphatase	
AT5G37180-MONOMER	AT5G37180		sucrose synthase	
AT5G37300-MONOMER	AT5G37300			
AT5G37510-MONOMER	AT5G37510	Q9FGI6	NADH-ubiquinone oxidoreductase 75 kDa subunit	Complex I-75Kd, CI-75Kd
AT5G37600-MONOMER	AT5G37600		glutamine synthetase	
AT5G38410-MONOMER	AT5G38410		RUBISCO small subunit	ribulose-bisphosphate carboxylase, RbcS3B, AT5G38410, RBCS
AT5G38420-MONOMER	AT5G38420		RUBISCO small subunit	ribulose-bisphosphate carboxylase, RbcS2B, AT5G38420, RBCS
AT5G38430-MONOMER	AT5G38430		RUBISCO small subunit	ribulose-bisphosphate carboxylase, RbcS1B, AT5G38430, RBCS
AT5G38450-MONOMER	AT5G38450		cytokinin <i>trans</i>-hydroxylase	
AT5G38710-MONOMER	AT5G38710	Q6NKX1	proline dehydrogenase 2	
AT5G38970-MONOMER	AT5G38970	Q9FMA5	brassinosteroid-6-oxidase	CYP85A1, BR6ox, AtBR6ox, steroid-6-oxidase
AT5G40280-MONOMER	AT5G40280	Q38920	farnseyltransferase &beta;-subunit	
AT5G40650-MONOMER	AT5G40650	Q9FM32	complex II subunit 2	succinate dehydrogenase, Succinate dehydrogenase iron-protein subunit, complex II subunit 2
AT5G41480-MONOMER	AT5G41480	Q8W041		
AT5G42600-MONOMER	AT5G42600			
AT5G42800-MONOMER	AT5G42800		dihydroflavonol 4-reductase	AT5g42800, TT3, DFR
AT5G42810-MONOMER	AT5G42810		polyphosphate 2-kinase	
AT5G43600-MONOMER	AT5G43600	Q8VXY9		
AT5G43780-MONOMER	AT5G43780		APS4	
AT5G43860-MONOMER	AT5G43860	Q9M7I7		
AT5G44630-MONOMER	AT5G44630			
AT5G45340-MONOMER	AT5G45340	Q9FH76		ABA 8'-hydroxylase
AT5G47760-MONOMER	AT5G47760		phosphoglycolate phosphatase	
AT5G47770-MONOMER	AT5G47770	Q09152		
AT5G47990-MONOMER	AT5G47990	Q9FI39		
AT5G48000-MONOMER	AT5G48000			
AT5G48010-MONOMER	AT5G48010			
AT5G48180-MONOMER	AT5G48180			
AT5G48840-MONOMER	AT5G48840	Q9FKB3	pantoate:&beta;-alanine ligase	pantothenate synthetase, PtS
AT5G48930-MONOMER	AT5G48930		hydroxycinnamoyl-CoA: shikimate/quinate hydroxycinnamoyltransferase	
AT5G49460-MONOMER	AT5G49460		ATP-citrate lyase	
AT5G49740-MONOMER	AT5G49740	Q3KTM0		FRO1-like protein
AT5G49810-MONOMER	AT5G49810			
AT5G50210-MONOMER	AT5G50210			
AT5G50375-MONOMER	AT5G50375	Q9M643	cycloeucalenol cycloisomerase	cyclopropyl sterol isomerase 1, cycloeucalenol-obtusifoliol isomerase, CPI1
AT5G50950-MONOMER	AT5G50950	Q9FI53	fumarase	fumarate hydratase
AT5G51100-MONOMER	AT5G51100	O04879	superoxide dismutase (Fe)	
AT5G51290-MONOMER	AT5G51290			
AT5G51810-MONOMER	AT5G51810	Q39111	gibberellin 20-oxidase	GA20OX2, gibberellin 20-oxidase
AT5G51820-MONOMER	AT5G51820		phosphoglucomutase	
AT5G52560-MONOMER	AT5G52560		glucuronate-1-phosphate uridylyltransferase//UTP:galactose-1-phosphate uridylyltransferase//UTP:arabinose-1-phosphate uridylyltransferase	
AT5G52570-MONOMER	AT5G52570	Q9LTG0	&beta;-ring hydroxylase	&beta;-ring carotenoid hydroxylase
AT5G52840-MONOMER	AT5G52840	Q9FLX7	NADH-ubiquinone oxidoreductase B 13 subunit	NADH-ubiquinone oxidoreductase 18kDa subunit, Complex I-18Kd
AT5G54160-MONOMER	AT5G54160			COMT, caffeate o-methyltransferase, caffeic acid o-methyltransferase
AT5G54190-MONOMER	AT5G54190		protochlorophyllide oxidoreductase	PORA
AT5G54510-MONOMER	AT5G54510		indole-3-acetyl amido synthetase	IAA-amido synthetase, indole-3-acetate amido synthetase
AT5G54770-MONOMER	AT5G54770		thiazole synthase subunit	
AT5G55120-MONOMER	AT5G55120		GDP-L-galactose phosphorylase	galactose-1-phosphate guanylyltransferase (GDP)
AT5G55250-MONOMER	AT5G55250			
AT5G55500-MONOMER	AT5G55500	Q9LDH0		
AT5G56300-MONOMER	AT5G56300		gibberellin carboxyl methyltransferase	
AT5G56760-MONOMER	AT5G56760		serine acetyltransferase	SAT-52
AT5G56970-MONOMER	AT5G56970	Q9LTS3	cytokinin oxidase	cytokinin dehydrogenase, CKX3
AT5G57030-MONOMER	AT5G57030	Q38932	lycopene &epsilon; cyclase	AT5G57030
AT5G57190-MONOMER	AT5G57190			
AT5G57220-MONOMER	AT5G57220			
AT5G57850-MONOMER	AT5G57850	Q8L493		Branched-chain-amino-acid aminotransferase-like protein 3, chloroplastic
AT5G58220-MONOMER	AT5G58220	Q9LVM5	S-allantoin synthase	hydroxyisourate hydrolase / OHCU decarboxylase
AT5G59290-MONOMER	AT5G59290	Q9FIE8		UDP-xylose synthase
AT5G60540-MONOMER	AT5G60540	Q8LAD0	glutaminase	
AT5G60600-MONOMER	AT5G60600	Q8GZR7		
AT5G61760-MONOMER	AT5G61760	Q9FLT2	inositol polyphosphate multiple-kinase 2&beta;	inositol polyphosphate 6-/3-/5-kinase 2&beta;
AT5G62530-MONOMER	AT5G62530			
AT5G62790-MONOMER	AT5G62790	Q9XFS9		
AT5G63510-MONOMER	AT5G63510	Q9FMV1	NADH-ubiquinone oxidoreductase subunit	
AT5G63570-MONOMER	AT5G63570	P42799	glutamate-1-semialdehyde aminotransferase	GSA-AM, glutamate-1-semialdehyde-2,1-aminotransferase, GSA-2,1-aminotransferase
AT5G63910-MONOMER	AT5G63910	P57681	farnesylcysteine lyase	
AT5G64300-MONOMER	AT5G64300	P47924	chloroplastic riboflavin biosynthesis protein ribBA	GTP cyclohydrolase II, 3,4-dihydroxy-2-butanone-4-phosphate synthase
AT5G65110-MONOMER	AT5G65110		acyl-CoA oxidase	
AT5G66220-MONOMER	AT5G66220		chalcone isomerase	AT5g66220
AT5G66510-MONOMER	AT5G66510	Q94AU7	NADH-ubiquinone oxidoreductase subunit	
AT5G66690-MONOMER	AT5G66690			
AT5G66760-MONOMER	AT5G66760	O82663	complex II subunit 1	succinate dehydrogenase (ubiquinone), succinate dehydrogenase, Succinate dehydrogenase [ubiquinone] flavoprotein subunit, complex II subunit 1
AT5G67030-MONOMER	AT5G67030	Q8RXE6	zeaxanthin epoxidase subunit	
AT5G67590-MONOMER	AT5G67590	Q9FJW4	NADH-ubiquinone oxidoreductase 18/21 kDa subunit	
ATCG00490-MONOMER	ATCG00490		RUBISCO large subunit	ribulose-bisphosphate carboxylase/oxygenase
ATCG00500-MONOMER	ATCG00500		carboxyltransferase &beta; subunit	
ATMG00070-MONOMER	ATMG00070	Q95748	NADH-ubiquinone oxidoreductase 27kDa subunit	Complex I-27KD, CI-27KD, NADH dehydrogenase subunit 9
ATMG00160-MONOMER	ATMG00160	P93285	complex IV subunit 2	complex IV subunit 2
ATMG00280-MONOMER	ATMG00280		ribulose-bisphosphate carboxylase	
ATMG00510-MONOMER	ATMG00510	P93306	NADH-ubiquinone oxidoreductase 49kDa subunit	NADH dehydrogenase subunit 7
ATMG00513-MONOMER	ATMG00060	P29388	NADH-ubiquinone oxidoreductase chain 5	NADH dehydrogenase subunit 5
ATMG00730-MONOMER	ATMG00730	P92514	complex IV subunit 3	complex IV subunit 3
ATMG01120-MONOMER	ATMG01120	P92558	NADH-ubiquinone oxidoreductase chain 1	NADH dehydrogenase subunit 1
ATMG01360-MONOMER	ATMG01360	P60620	complex IV subunit 1	complex IV subunit 1
ATOA-MONOMER	EG11670	P76459	acetyl-CoA:acetoacetyl-CoA transferase, &beta; subunit	B2222, AtoA
ATOD-MONOMER	EG11669	P76458	acetyl-CoA:acetoacetyl-CoA transferase, &alpha; subunit	B2221, AtoD
ATPA-MONOMER	EG10098	P0ABB0	ATP synthase, F1 complex, &alpha; subunit	B3734, UncA, PapA, AtpA
ATPB-MONOMER	EG10099	P0AB98	ATP synthase, F0 complex, a subunit	B3738, UncB, PapD, AtpB, protein 6, chain A
ATPC-MONOMER	EG10100	P0A6E6	ATP synthase, F1 complex, &epsilon; subunit	B3731, UncC, PapG, AtpC
ATPD-MONOMER	EG10101	P0ABB4	ATP synthase, F1 complex, &beta; subunit	B3732, UncD, PapB, AtpD
ATPE-MONOMER	EG10102	P68699	ATP synthase, F0 complex, c subunit	B3737, UncE, PapH, AtpE, dicyclohexylcarbodiimide-binding protein, lipid-binding protein, c chain
ATPF-MONOMER	EG10103	P0ABA0	ATP synthase, F0 complex, b subunit	B3736, UncF, PapF, AtpF, B chain
ATPG-MONOMER	EG10104	P0ABA6	ATP synthase, F1 complex, &gamma; subunit	B3733, UncG, PapC, AtpG
ATPH-MONOMER	EG10105	P0ABA4	ATP synthase, F1 complex, &delta; subunit	B3735, UncH, PapE, AtpH
ATPPHOSRIBOSTRANS-MONOMER	EG10449	P60757	HisG	B2019
ATPSGIGAS-MONOMER				
BADEL4EUBSP-MONOMER			bile acid &Delta;<SUP>4</SUP>-oxidoreductase	
BADH-MONOMER	EG10110	P17445	BetB	B0312
BAI3OXOEUBSP-MONOMER	G-12042	P19410	7&alpha;-hydroxy-3-oxo-&Delta;<sup>4</sup>-cholenoic acid oxidoreductase	BaiD, BaiC
BAIA1EUBSP-MONOMER	G-140	P07914	3&alpha;-hydroxysteroid dehydrogenase 1	BaiA1
BAIA2EUBSP-MONOMER	G-141	P19337	3&alpha;-hydroxysteroid dehydrogenase 2	BaiA2
BAIA3EUBSP-MONOMER	G-142	P07914	3&alpha;-hydroxysteroid dehydrogenase 3	BaiA3
BAIBEUBSP-MONOMER	G-139	P19409	bile acid-coenzyme A ligase	BaiB
BAIDEL6EUBSP-MONOMER			bile acid &Delta;<SUP>6</SUP>-oxidoreductase	
BAIEEUBSP-MONOMER	G-143	P19412	subunit of bile acid 7&alpha;-dehydratase	BaiE
BAIFEUBSP-MONOMER	G-136	P19413	BaiF	BaiF
BAIOHOXREDEUBSP-MONOMER			3&alpha;-hydroxysteroid oxidoreductase	
BCDCLOS-MONOMER	G-93	P52042		Bcd
BCRATHAUERA-MONOMER	G-242		benzoyl-CoA reductase &alpha; subunit	BcrA
BCRBTHAUERA-MONOMER	G-243		benzoyl-CoA reductase &beta; subunit	BcrB
BCRCTHAUER-MONOMER	G-244		benzoyl-CoA reductase &gamma; subunit	BcrC
BCRDTHAUERA-MONOMER	G-245		benzoyl-CoA reductase &delta; subunit	BcrD
BDHACLOS-MONOMER	G-91	Q04944	BdhA	Bdh I
BDHBCLOS-MONOMER	G-92	Q04945	BdhB	BdhB
BDHNADPHCLOS-MONOMER	G-12172	P13604	NADPH-dependent butanol dehydrogenas	
BENCOATHAUERA-MONOMER	G-941	Q9R5U4	benzoate-CoA ligase subunit	benzoate-coenzyme A ligase
BETA-GLUCURONID-MONOMER	EG11055	P05804	&beta;-D-glucuronidase	B1617, GusA, GurA, UidA
BETAAPSGIGAS-MONOMER			adenylylsulfate reductase &beta; subunit	
BETACOMP-MONOMER	EG10190	P17846	sulfite reductase, hemoprotein subunit	B2763, CysI, SiR-HP, &beta; subunit
BETAGALACTOSID-MONOMER	EG10527	P00722	&beta;-galactosidase monomer	B0344, LacZ
BETALAC-MONOMER			&beta; subunit	
BIOABACSU-MONOMER	G-299		BioA	BioA
BIOBBACSU-MONOMER	G-301			BioB
BIODBACSU-MONOMER	G-300		dethiobiotin synthetase subunit	BioD
BIOFBACSU-MONOMER	G-318			BioF
BIOTIN-CARBOXYL-MONOMER	EG10276	P24182	AccC	B3256, FabG
BIOTIN-SYN-MONOMER	EG10118	P12996	biotin synthase monomer	B0775, BioB
BIOTINLIG-MONOMER	EG10123	P06709	bifunctional biotin-[acetyl-CoA-carboxylase] ligase and transcriptional repressor	B3973, BirA, BioR, DhbB, biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor
BIOWBACSU-MONOMER	G-321		BioW	BioW
BOHBENREDTHAUERA-MONOMER			4-hydroxybenzoyl-CoA reductase &beta; subunit	
BRANCHED-CHAINAMINOTRANSFER-MONOMER	EG10497	P0AB80	IlvE	B3770
BSU02100-MONOMER	BSU02100	O31440	fatty-acid peroxygenase	YbdT, CypC, CYP152A1
BSU14520-MONOMER	BSU14520	P39761	adenine deaminase	YzaD, Ade, AdeC
BSU15120-MONOMER	BSU15120	P55342	predicted cysteine-adding enzyme	BshC, YllA
